,word,pron,freq,len,phlen
1754,akazien,akatsj@n,0.17,7,8
1757,akklamation,aklamatsjon,0.33,11,11
1758,akklamationen,aklamatsjon@n,0.5,13,13
1761,akklimatisierung,aklimatiziruN,0.33,16,13
1767,akkord,ako@rts,1.33,6,7
1768,akkordarbeit,ako@rtsarbait,0.33,12,13
1770,akkordarbeiter,ako@rtsarbait@r,0.33,14,15
1773,akkorde,ako@rt@l,0.17,7,8
1774,akkorden,ako@rt@nt,0.5,8,9
1775,akkordeon,ako@rdeon,0.17,9,9
1779,akkreditiv,akreditif,0.17,10,9
1782,akkreditivs,akreditifs,0.17,11,10
1789,akkumulation,akumulatsjon,0.33,12,12
1790,akkumulationen,akumulatsjon@n,0.33,14,14
1791,akkumulator,akumulato@r,0.17,11,11
1792,akkumulatoren,akumulator@n,0.33,13,12
1793,akkumulators,akumulato@r@rs,0.17,12,14
1795,akkuratesse,akurates@,0.33,11,9
1796,akkusativ,akuzatif,0.5,9,8
1799,akkusativobjekt,akuzatifopjekt,2.67,15,14
1800,akkusativobjekte,akuzatifopjekt@,0.17,16,15
1801,akkusativobjekten,akuzatifopjekt@n,0.17,17,16
1803,akkusativobjekts,akuzatifopjekts,0.83,16,15
1812,akquisiteur,akkviziteu@rs,0.5,11,13
1816,akquisition,akvizitsjon,0.33,11,11
1821,akribie,akribj@,0.83,7,7
1822,akrobat,akrobat,0.5,7,7
1823,akrobaten,akrobat@n,0.67,9,9
1824,akrobatik,akrobatik,0.33,9,9
1847,akt,akt,24.83,3,3
1848,akte,akt@,9.0,4,4
1851,akten,akt@n,14.5,5,5
1852,aktenschrank,akt@nSraNk,0.5,12,10
1856,aktenschranke,akt@nSreNk@,0.33,13,11
1857,aktenschranken,akt@nSreNk@n,0.17,14,12
1858,aktentasche,akt@ntaS@,4.83,11,9
1859,aktentaschen,akt@ntaS@n,0.67,12,10
1860,aktenzeichen,akt@ntsaiC@n,2.33,12,12
1862,aktes,akt@s,0.83,5,5
1863,akteur,akt2@r,0.33,6,6
1864,akteure,akt2r@,2.5,7,6
1865,akteuren,akt2r@n,0.67,8,7
1867,aktie,aktsj@,17.5,5,6
1868,aktien,aktsj@n,66.17,6,7
1869,aktiengesellschaft,aktsj@ng@zelSaft,61.67,18,16
1870,aktiengesellschaften,aktsj@ng@zelSaft@n,1.83,20,18
1871,aktienkapital,aktsj@nkapital,5.0,13,14
1875,aktienkapitals,aktsj@nkapitals,1.33,14,15
1876,aktienkurs,aktsj@nku@rs,0.33,10,12
1877,aktienkurse,aktsj@nku@rz@,4.67,11,13
1878,aktienkursen,aktsj@nku@rz@n,0.17,12,14
1885,aktion,aktsjon,51.83,6,7
1886,aktionen,aktsjon@n,31.0,8,9
1888,aktionsart,aktsjonsart,0.17,10,11
1890,aktionsprogramm,aktsjonsprogram,3.5,15,15
1891,aktionsprogramme,aktsjonsprogram@,0.17,16,16
1893,aktionsprogramms,aktsjonsprograms,1.0,16,16
1895,aktionsradius,aktsjonsradjus,1.5,13,14
1896,aktionar,aktsjone@r,6.83,8,10
1897,aktionare,aktsjoner@,28.67,9,10
1898,aktionaren,aktsjoner@n,8.5,10,11
1899,aktionars,aktsjon@rs,0.5,9,10
1900,aktionarsversammlung,aktsjone@rsfe@rsamluN,0.17,20,21
1902,aktiv,aktif,0.67,5,5
1906,aktive,aktiv@,2.5,6,6
1907,aktiven,aktiv@n,6.5,7,7
1910,aktivierung,aktiviruN,3.33,11,9
1912,aktivismus,aktivismus,0.17,10,10
1913,aktivist,aktivist,8.83,8,8
1914,aktivisten,aktivist@n,15.17,10,10
1915,aktivistenbewegung,aktivist@nb@veguN,2.67,18,17
1919,aktivitat,aktivitet,29.67,9,9
1920,aktivitaten,aktivitet@n,8.0,11,11
1921,aktivkohle,aktifkol@,0.17,10,9
1923,aktivs,aktifs,1.0,6,6
1926,aktivsaldo,aktifzaldo,0.5,10,10
1927,aktivsaldos,aktifzaldos,0.17,11,11
1932,akts,akts,0.33,4,4
1933,aktualitat,aktualitet,4.0,10,10
1934,aktualitaten,aktualitet@n,0.17,12,12
1943,akupunktur,akupuNktu@rs,0.17,10,12
1945,akustik,akustik,0.83,7,7
1951,akzeleration,aktsel@ratsjon,0.17,12,14
1956,akzent,aktsent,5.67,6,7
1957,akzente,aktsent@,4.83,7,8
1958,akzenten,aktsent@n,0.83,8,9
1963,akzentuierung,aktsentuiruN,0.17,13,12
1964,akzentuierungen,aktsentuiruN@n,0.33,15,14
1970,akzepte,aktsept@,1.33,7,8
1971,akzepten,aktsept@n,0.33,8,9
1974,akzeptoren,aktseptor@n,0.17,10,11
1985,akzidens,aktsid@ns,0.17,8,9
1997,akzise,aktsiz@,0.17,6,7
2001,alabaster,alabast@r,0.5,9,9
2004,alarm,alarm,4.83,5,5
2005,alarmanlage,alarmanlag@,0.83,11,11
2006,alarmanlagen,alarmanlag@n,0.17,12,12
2007,alarmbereitschaft,alarmb@raitSaft,1.83,17,15
2008,alarme,alarm@,0.33,6,6
2009,alarmen,alarm@n,0.17,7,7
2012,alarmgerate,alarmg@ret@,0.17,11,11
2016,alarms,alarms,0.17,6,6
2017,alarmsignal,alarmzignal,0.5,11,11
2018,alarmsignale,alarmzignal@,0.33,12,12
2019,alarmsignalen,alarmzignal@n,0.17,13,13
2021,alaun,alaun,0.17,5,5
2030,alb,alp,1.5,3,3
2031,albaner,alban@r,0.83,7,7
2034,albanien,albanj@n,8.67,8,8
2035,albaniens,albanj@ns,0.67,9,9
2036,albatros,albatros,0.17,8,8
2043,albernheit,alb@rnhait,1.0,10,10
2044,albernheiten,alb@rnhait@n,0.33,12,12
2050,albino,albino,0.5,6,6
2051,albinos,albinos,0.17,7,7
2053,album,album,1.0,5,5
2062,albums,albums,0.17,6,6
2064,alchimie,alCimi,0.33,8,6
2065,aldebaran,ald@baran,0.5,9,9
2067,ale,al@,0.17,3,3
2068,alemanne,al@man@,0.5,8,7
2069,alemannen,al@man@n,13.83,9,8
2071,alexander,aleksand@r,23.17,9,10
2073,alexanders,aleksand@rs,0.83,10,11
2084,algebra,algebra,0.17,7,7
2086,algen,alg@n,1.17,5,5
2087,algerien,alge@rj@n,13.5,8,9
2088,algeriens,alg@rjens,1.83,9,9
2089,algerier,alg@ri@,0.83,8,7
2090,algeriern,alg@rj@rn,0.33,9,9
2092,algier,alZi@r,9.5,6,6
2093,algiers,algirs,0.17,7,6
2103,alhambra,alhambra,0.5,8,8
2104,alibi,alibi,3.67,5,5
2105,alibis,alibis,0.17,6,6
2118,alk,alk,0.83,3,3
2131,alkohol,alkohol,11.83,7,7
2134,alkoholiker,alkoholik@r,0.83,11,11
2135,alkoholikerin,alkoholik@rin,0.17,13,13
2142,alkohols,alkohols,0.67,8,8
2143,alkoholspiegel,alkoholSpig@l,0.33,14,13
2153,alkoven,alkof@n,0.17,7,7
2162,all,al,0.5,3,2
2167,allee,ale,20.0,5,3
2168,alleen,alen,0.33,6,4
2169,allegorie,alegori,0.17,9,7
2170,allegorien,alegori@n,0.5,10,9
2172,allegretto,alegreto,0.17,10,8
2175,allegro,alegro,0.5,7,6
2177,alleinflug,alainfluk,0.17,10,9
2183,alleingang,alaingaN,4.5,10,8
2187,alleingange,alaingeN@,0.17,11,9
2188,alleingangen,alaingeN@n,0.17,12,10
2189,alleinganger,alaingeN@r,0.5,12,10
2193,alleinherrschaft,alainherSaft,1.33,16,12
2194,alleinherrscher,alainherS@r,1.17,15,11
2199,alleinsein,alainzain,1.0,10,9
2200,alleinseins,alainzains,0.33,11,10
2201,alleinunterhalter,alainunt@rhalt@r,0.5,17,16
2204,alleinvertrieb,alainfe@rtraip,0.33,14,14
2218,allergie,al@rgi,0.17,8,6
2223,allerheiligen,al@rhailig@n,0.83,13,12
2224,allerlei,al@rlai,2.83,8,7
2245,allerwertesten,al@rv@rtest@n,0.17,14,13
2252,alleskleber,al@skleb@r,0.17,11,10
2255,allgegenwart,algeg@nvart,0.67,12,11
2258,allgemeinbildung,alg@mainbilduN,4.67,16,14
2259,allgemeingut,alg@maingut,1.0,12,11
2265,allgemeinheit,alg@mainhait,11.67,13,12
2271,allgewalt,alg@valt,0.17,9,8
2273,allgau,algoy,7.5,6,5
2275,allheilmittel,alhailmit@l,1.33,13,11
2279,allianz,aljants,17.67,7,7
2280,allianzen,aljants@n,0.17,9,9
2282,alligatoren,aligator@n,0.33,11,10
2284,alliierte,aljirt@,0.83,9,7
2286,alliierten,alii@rt@n,13.33,10,9
2287,alliierter,aljirt@r,0.17,10,8
2289,alliteration,aliteratsjon,0.33,12,12
2291,allmacht,almaxt,1.33,8,6
2296,allmachtige,almeCtig@,0.33,11,9
2298,allmachtigen,almeCtig@n,0.5,12,10
2299,allmachtiger,almeCtig@r,0.17,12,10
2316,allotria,alotria,0.17,8,7
2318,allradantrieb,alratantrip,0.17,13,11
2323,allroundman,alrauntmen,0.17,11,10
2329,alls,als,0.67,4,3
2330,allseitigkeit,alzaitiCkait,0.5,13,12
2341,alltag,altak,13.67,6,5
2342,alltage,altag@,0.17,7,6
2345,alltags,altaks,5.5,7,6
2346,alltagssprache,altaksSprax@,4.5,14,12
2348,alltaglichkeit,altekliCkait,0.17,14,12
2356,allwissenheit,alvis@nhait,0.33,13,11
2358,alluren,alyr@n,0.5,7,6
2359,alm,alm,0.5,3,3
2360,almanach,almanax,1.0,8,7
2361,almanache,almanax@,0.17,9,8
2364,almandin,almandin,0.33,8,8
2365,almandine,almandin@,0.17,9,9
2366,almandinen,almandin@n,0.5,10,10
2368,almen,alm@n,0.17,5,5
2369,almenrausch,alm@nrauS,0.17,11,9
2375,almosen,almoz@n,0.83,7,7
2381,almrausch,almrauS,1.0,9,7
2389,alp,alp,0.33,3,3
2390,alpaka,alpaka,0.17,6,6
2392,alpdruck,alpdruk,1.33,8,7
2398,alpe,alp@,1.33,4,4
2399,alpen,alp@n,8.0,5,5
2400,alpenjager,alp@njeg@r,1.17,10,10
2403,alpenveilchen,alp@nfailC@n,0.5,13,12
2405,alpenvorland,alp@nfo@rrlant,0.5,12,14
2411,alpha,alfa,9.5,5,4
2412,alphabet,alfabet,0.67,8,7
2416,alphabets,alfab@ts,0.17,9,8
2425,alpinist,alpinist,0.67,8,8
2426,alpinisten,alpinist@n,0.17,10,10
2428,alptraum,alptraum,2.17,8,8
2432,alptraume,alptroym@,0.5,9,9
2439,alster,alst@r,2.17,6,6
2440,alt,alt,1.33,3,3
2449,altanen,altan@n,0.17,7,7
2452,altar,altar,6.17,5,5
2453,altarbild,altarbilt,0.17,9,9
2460,altares,altar@s,0.17,7,7
2463,altars,altars,0.33,6,6
2469,altbau,altbau,1.17,6,6
2473,altbauten,altbaut@n,1.0,9,9
2474,altbauwohnung,altbauvonuN,0.5,13,11
2475,altbauwohnungen,altbauvonuN@n,0.67,15,13
2476,altbundesprasident,altbunt@sprezident,0.33,18,18
2477,altbundesprasidenten,altbunt@sprezident@n,0.17,20,20
2478,alte,alt@,9.83,4,4
2479,alteisen,altaiz@n,0.33,8,8
2481,altem,alt@m,0.17,5,5
2482,alten,alt@n,10.5,5,5
2484,altenheime,alt@nhaim@,0.17,10,10
2485,altenheimen,alt@nhaim@n,0.17,11,11
2487,altenheims,alt@nhaims,0.17,10,10
2488,altenhilfe,alt@nhilf@,0.33,10,10
2489,altenteil,altentail,0.33,9,9
2494,alter,alt@r,42.17,5,5
2497,alterchen,alt@rC@n,0.17,9,8
2501,alternative,alte@rnativ@,24.5,11,12
2502,alternativen,alte@rnativ@n,4.67,12,13
2503,alters,alt@rs,10.17,6,6
2504,altersgrenze,alt@rsgrents@,8.33,12,13
2505,altersgrenzen,alt@rsgrents@n,0.33,13,14
2506,altersgruppe,alt@rsgrup@,0.83,12,11
2507,altersgruppen,alt@rsgrup@n,1.0,13,12
2508,altersheim,alt@rshaim,2.83,10,10
2509,altersheime,alt@rshaim@,1.0,11,11
2510,altersheimen,alt@rshaim@n,0.67,12,12
2511,altersheimes,alt@rshaim@s,0.33,12,12
2515,altersjahren,alt@rsjar@n,0.17,12,11
2520,altersruhegeld,alt@rsru@gelt,2.5,14,13
2522,altersruhegelder,alt@rsru@geld@r,0.33,16,15
2524,altersruhegeldes,alt@rsru@geld@s,0.33,16,15
2526,altersschwache,alt@rsSveC@,0.17,14,11
2529,altersversicherung,alt@rsfe@rziC@ruN,0.17,18,17
2531,altersversorgung,alt@rsfe@rzo@rguN,6.0,16,17
2532,alterswerk,alt@rsve@rk,0.17,10,11
2533,alterswerke,alt@rsve@rk@,0.33,11,12
2537,altertum,alt@rtum,4.5,8,8
2540,altertums,alt@rtums,1.33,9,9
2541,altertumsforscher,alt@rtumsfo@rS@r,0.5,17,16
2547,altertumer,alt@rtym@r,0.83,10,10
2548,altertumern,alt@rtym@rn,0.67,11,11
2550,alterung,alt@ruN,0.67,8,7
2555,altgeselle,altg@zel@,0.17,10,9
2557,altherrenschaft,alther@nSaft,0.33,15,12
2577,altkanzler,altkantsl@r,0.33,10,11
2579,altkanzlers,altkantsl@rs,0.17,11,12
2586,altmeister,altmaist@r,2.17,10,10
2594,altpapier,altpapi@r,0.83,9,9
2596,altphilologe,altfilolog@,0.17,12,11
2606,altstadt,altStat,6.67,8,7
2609,altsteinzeit,altStaintsait,1.5,12,13
2610,altstimme,altStim@,0.5,9,8
2624,altwarenhandler,altvar@nhendl@r,0.17,15,15
2628,altwassern,altvas@rn,0.17,10,9
2634,altweibersommer,altvaiperzom@r,0.5,15,14
2636,altweibersommers,altvaiperzom@rs,0.17,16,15
2637,altare,alter@,0.67,6,6
2638,altaren,alter@n,0.67,7,7
2644,aluminium,aluminjum,16.67,9,9
2652,aluminiums,alumindZums,0.5,10,11
2675,amalgam,amalgam,0.17,7,7
2693,amaryllis,amarylis,0.33,9,8
2695,amateur,amat2@r,3.0,7,7
2696,amateure,amat2r@,5.5,8,7
2697,amateuren,amat2r@n,1.33,9,8
2698,amateurs,amat2@rs,0.33,8,8
2699,amazone,amatson@,0.83,7,8
2700,amazonen,amatson@n,1.17,8,9
2716,ambiguitat,ambiguitet,0.17,10,10
2718,ambition,ambitsjon,0.33,8,9
2719,ambitionen,ambitsjon@n,4.33,10,11
2720,ambivalenz,ambivalents,0.33,10,11
2725,amboss,amb@s,0.5,6,5
2731,ambra,ambra,0.17,5,5
2734,ambulanz,ambulants,0.67,8,9
2736,ameise,amaiz@,0.5,6,6
2737,ameisen,amaiz@n,4.17,7,7
2738,ameisenhaufen,amaiz@nhauf@n,1.0,13,13
2744,amen,amen,2.67,4,4
2751,amerika,amerika,111.5,7,7
2752,amerikaner,amerikan@r,93.67,10,10
2753,amerikanerin,amerikan@rin,5.17,12,12
2754,amerikanerinnen,amerikan@rin@n,1.33,15,14
2755,amerikanern,amerikan@rn,14.33,11,11
2756,amerikaners,amerikan@rs,3.5,11,11
2757,amerikanisierung,amerikaniziruN,0.33,16,14
2760,amerikanismus,amerikanismus,0.67,13,13
2763,amerikanistik,amerikanistik,0.17,13,13
2764,amerikas,amerikas,21.5,8,8
2765,amethyst,ametyst,0.17,8,7
2772,ami,ami,0.33,3,3
2786,aminosauren,aminoz2r@n,1.67,11,10
2788,amis,amis,1.17,4,4
2791,ammann,aman,2.17,6,4
2794,ammanns,amans,0.33,7,5
2795,amme,am@,0.17,4,3
2796,ammen,am@n,0.17,5,4
2797,ammenmarchen,am@nm@rC@n,0.33,12,10
2799,ammer,am@r,0.17,5,4
2801,ammoniak,amonjak,2.17,8,7
2802,ammoniaks,amonjaks,0.33,9,8
2804,ammoniten,amonit@n,0.17,9,8
2817,amnestie,amnesti,3.0,8,7
2818,amnestien,amn@sti@n,0.17,9,9
2819,amok,amok,0.33,4,4
2826,amor,amor,0.83,4,4
2833,amortisation,amo@rtsizatsjon,0.67,12,15
2835,ampel,amp@l,1.17,5,5
2836,ampeln,amp@ln,1.17,6,6
2837,ampere,amper@,0.67,6,6
2844,amperestunden,amp@restund@n,0.17,13,13
2849,amphibien,amfibj@n,0.67,9,8
2859,amphitheater,amfiteat@r,0.33,12,10
2861,amphitheaters,amfiteat@rs,0.17,13,11
2862,amphitrite,amfitrit@,0.17,10,9
2863,amphora,amf@ra,0.17,7,6
2868,amplitude,amplitud@,0.5,9,9
2870,ampulle,ampul@,0.5,7,6
2871,ampullen,ampul@n,0.17,8,7
2872,amputation,amputatsjon,0.5,10,11
2874,amsel,amz@l,1.0,5,5
2875,amseln,amz@ln,0.17,6,6
2876,amt,amt,80.67,3,3
2877,amte,amt@,1.33,4,4
2878,amtes,amt@s,20.83,5,5
2879,amtmann,amtman,0.5,7,6
2885,amts,amts,2.83,4,4
2886,amtsenthebung,amtsenthebuN,1.0,13,12
2892,amtsgericht,amtsg@riCt,6.5,11,10
2894,amtsgerichten,amtsg@riCt@n,0.17,13,12
2895,amtsgerichtes,amtsg@riCt@s,0.5,13,12
2896,amtsgerichts,amtsg@riCts,1.0,12,11
2897,amtsgerichtsrat,amtsg@riCtsrat,2.17,15,14
2900,amtsgerichtsrats,amtsg@riCtsrats,0.17,16,15
2903,amtshandlung,amtshandluN,1.17,12,11
2904,amtshandlungen,amtshandluN@n,1.0,14,13
2905,amtshilfe,amtshilf@,1.0,9,9
2906,amtsmiene,amtsmin@,0.17,9,8
2908,amtsperson,amtspe@rzon,0.33,10,11
2909,amtspersonen,amtspe@rzon@n,0.67,12,13
2910,amtsrichter,amtsriCt@r,2.0,11,10
2911,amtsrichtern,amtsriCt@rn,0.17,12,11
2913,amtsschimmel,amtsSim@l,0.33,12,9
2922,amtszeit,amtstsait,7.5,8,9
2924,amulett,amulet,1.0,7,6
2925,amulette,amulet@,0.17,8,7
2926,amuletten,amulet@n,0.17,9,8
2928,amuletts,amulets,0.17,8,7
2934,amoben,am2b@n,0.17,6,6
2935,amusement,amyz@m@nt,0.83,9,9
2940,anabasis,anabazis,0.17,8,8
2941,anachronismus,anaxronismus,0.5,13,12
2959,analogie,analogi,2.5,8,7
2962,analogien,analogin,0.67,9,8
2963,analogon,analogon,0.33,8,8
2968,analphabet,analfab@t,0.33,10,9
2969,analphabeten,analfabet@n,1.17,12,11
2970,analphabetentum,analfab@t@ntum,1.5,15,14
2971,analphabetentums,analfab@t@ntums,0.17,16,15
2972,analyse,analyz@,19.5,7,7
2973,analysen,analyz@n,5.17,8,8
2975,analytik,analytik,0.17,8,8
2976,analytiker,analytik@r,0.83,10,10
2979,anamnese,anamnez@,0.17,8,8
2981,ananas,ananas,1.5,6,6
2984,anapher,anaf@r,1.17,7,6
2985,anaphern,anaf@rn,0.17,8,7
2995,anarchie,anarCi,4.33,8,6
2997,anarchismus,anarCismus,0.17,11,10
2998,anarchist,anarCist,0.17,9,8
2999,anarchisten,anarCist@n,0.33,11,10
3014,anatomen,anatom@n,0.17,8,8
3015,anatomie,anatomi,5.67,8,7
3017,anbahnung,anbanuN,0.5,9,7
3018,anbahnungen,anbanuN@n,1.33,11,9
3019,anbau,anbau,6.17,5,5
3022,anbauflache,anbaufleC@,3.0,11,10
3023,anbauflachen,anbaufleC@n,0.33,12,11
3027,anbaus,anbaus,0.17,6,6
3028,anbauten,anbaut@n,0.5,8,8
3029,anbeginn,anb@gin,4.67,8,7
3033,anbetracht,anb@traxt,5.0,10,9
3037,anbetung,anb@tuN,1.83,8,7
3039,anbiederung,anbid@ruN,0.33,11,9
3041,anblick,anblik,19.83,7,6
3045,anblicks,anbliks,0.17,8,7
3051,anbruch,anbrux,0.83,7,6
3062,andacht,andaxt,1.5,7,6
3063,andachten,andaxt@n,0.5,9,8
3069,andante,andant@,0.17,7,7
3072,andenken,andeNk@n,14.83,8,8
3073,andenkens,andeNk@ns,0.33,9,9
3082,andersartigkeit,and@rsartiCkait,0.33,15,15
3083,andersdenkende,and@rsdeNk@nd@,0.33,14,14
3085,andersdenkenden,and@rsdeNk@nd@n,1.67,15,15
3090,anderthalbfache,and@rthalpfax@,0.17,15,14
3095,andeutung,andoytuN,3.67,9,8
3096,andeutungen,andoytuN@n,8.0,11,10
3098,andienungen,andinuN@n,0.17,11,9
3106,andreaskreuz,andreaskroyts,0.17,12,13
3113,androhung,androuN,1.67,9,7
3117,andromeda,andromeda,0.33,9,9
3123,aneignung,anainuN,5.0,9,7
3125,anekdote,an@kdot@,4.0,8,8
3126,anekdoten,an@kdot@n,3.17,9,9
3128,anemonen,an@mon@n,0.17,8,8
3136,anerbieten,in@rbit@n,1.0,10,9
3140,anerkenntnis,an@rkentnis,0.33,12,11
3143,anerkennung,ane@rkenuN,78.0,11,10
3144,anerkennungen,an@rkenuN@n,1.67,13,11
3153,anfall,anfal,3.33,6,5
3156,anfalls,anfals,0.17,7,6
3157,anfang,anfaN,156.83,6,5
3158,anfange,anfaN@,0.17,7,6
3160,anfangs,anfaNs,1.83,7,6
3162,anfangsbuchstaben,anfaNsbuxStab@n,0.83,17,15
3164,anfangsgehalt,anfaNsg@halt,0.33,13,12
3170,anfangspunkt,anfaNspuNkt,0.5,12,11
3171,anfangspunkte,anfaNspuNkt@,0.17,13,12
3172,anfangspunkten,anfaNspuNkt@n,0.17,14,13
3173,anfangspunktes,anfaNspuNkt@s,0.17,14,13
3176,anfangsstadium,anfaNsStadjum,0.83,14,13
3178,anfechtung,anfeCtuN,0.17,10,8
3179,anfechtungen,anfeCtuN@n,0.83,12,10
3180,anfeindung,anfainduN,0.17,10,9
3181,anfeindungen,anfainduN@n,1.0,12,11
3182,anfertigung,anf@rtiguN,2.0,11,10
3189,anflug,anfluk,3.5,6,6
3190,anfluge,anflug@,0.17,7,7
3193,anfluge,anflyg@,0.17,7,7
3195,anforderung,anfo@rt@nruN,4.0,11,12
3196,anforderungen,anfo@rd@ruN@n,35.83,13,13
3197,anfrage,anfrag@,21.0,7,7
3198,anfragen,anfrag@n,32.83,8,8
3199,anfuhr,anfur,0.33,6,5
3201,anfalle,anfel@,1.33,7,6
3203,anfalligkeit,anfeliCkait,1.17,12,11
3205,anfange,anfeN@,4.33,7,6
3206,anfangen,anfeN@n,6.83,8,7
3207,anfanger,anfeN@r,6.5,8,7
3211,anfangerkurse,anfeN@rku@rz@,0.17,13,13
3214,anfangern,anfeN@rn,0.5,9,8
3218,anfuhrer,anfyr@r,3.67,8,7
3219,anfuhrern,anfyr@rn,0.33,9,8
3220,anfuhrers,anfyr@rs,0.33,9,8
3221,anfuhrung,anfyruN,0.83,9,7
3222,anfuhrungen,anfyruN@n,0.33,11,9
3224,anfuhrungsstriche,anfyruNsStriC@,0.5,17,14
3225,anfuhrungsstrichen,anfyruNsStriC@n,1.17,18,15
3228,anfuhrungszeichen,anfyruNstsaiC@n,2.17,17,15
3230,angabe,angab@,24.5,6,6
3231,angaben,angab@n,78.0,7,7
3232,angeber,angeb@r,0.83,7,7
3233,angeberei,angeb@rai,0.5,9,9
3239,angebeteten,aNeb@t@t@n,0.17,11,10
3245,angebot,ang@bot,72.33,7,7
3246,angebote,ang@bot@,119.67,8,8
3247,angeboten,ang@bot@n,2.5,9,9
3248,angebotes,ang@bot@s,0.33,9,9
3249,angebots,ang@bots,3.5,8,8
3251,angedenkens,ang@deNk@ns,0.17,11,11
3253,angehorigkeit,ang@h2riCkait,0.33,13,13
3254,angeklagte,ang@klakt@,19.83,10,10
3256,angeklagten,ang@klakt@n,26.17,11,11
3257,angeklagter,ang@klakt@r,0.83,11,11
3259,angel,aN@l,1.0,5,4
3260,angelegenheit,ang@leg@nhait,32.83,13,13
3261,angelegenheiten,ang@leg@nhait@n,34.83,15,15
3262,angelhaken,aN@lhak@n,0.5,10,9
3264,angeln,aN@ln,4.33,6,5
3265,angelpunkt,aN@lpuNkt,1.83,10,9
3266,angelpunkte,aN@lpuNkt@,0.17,11,10
3270,angelrute,aN@lrut@,0.17,9,8
3272,angelsachse,aN@lsaks@,0.5,11,9
3273,angelsachsen,aN@lsaks@n,4.17,12,10
3276,anger,aN@r,0.17,5,4
3278,angers,aN@rs,0.33,6,5
3281,angeschuldigten,aNeSuldiCt@n,1.17,15,12
3284,angestellte,ang@Stelt@,22.33,11,10
3286,angestellten,ang@Stelt@n,38.67,12,11
3287,angestelltenversicherung,aN@Stelt@nve@rzaiC@ruN,2.67,24,22
3293,angestellter,ang@Stelt@r,7.17,12,11
3296,angewohnheit,ang@vonhait,1.83,12,11
3297,angewohnheiten,ang@vonhait@n,0.33,14,13
3299,angina,aNina,0.33,6,5
3308,angleichung,anglaiCuN,5.83,11,9
3310,angler,aNl@r,1.0,6,5
3313,angliederung,anglid@ruN,0.5,12,10
3318,anglistik,aNlistik,0.17,9,8
3331,angreifer,angraif@r,3.67,9,9
3332,angreifern,angraif@rn,0.33,10,10
3333,angreifers,angraif@rs,0.5,10,10
3337,angriff,angrif,44.67,7,6
3338,angriffe,angrif@,20.17,8,7
3339,angriffen,angrif@n,5.67,9,8
3340,angriffes,angrif@s,0.17,9,8
3341,angriffs,angrifs,3.0,8,7
3342,angriffskrieg,angrifskrik,0.67,13,11
3343,angriffskriege,angrifskrig@,0.33,14,12
3345,angriffskrieges,angrifskrig@s,0.17,15,13
3347,angst,aNst,99.33,5,4
3348,angstgefuhl,aNstg@fyl,0.33,11,9
3349,angstgefuhle,aNstg@fyl@,0.17,12,10
3354,angstneurose,aNstnoyroz@,0.17,12,11
3356,angstpsychose,aNstpsyCoz@,0.33,13,11
3363,angstrohre,aNstr2r@,0.17,10,8
3364,angstrohren,aNstr2r@n,0.17,11,9
3365,angstschweiss,aNstSvais,0.33,13,9
3368,anhalt,anhalt,0.67,6,6
3370,anhalten,anhalt@n,1.0,8,8
3371,anhalter,anhalt@r,1.5,8,8
3379,anhaltspunkt,anhaltspuNkt,1.17,12,12
3380,anhaltspunkte,anhaltspuNkt@,3.83,13,13
3381,anhaltspunkten,anhaltspuNkt@n,0.33,14,14
3384,anhang,anhaN,4.5,6,5
3387,anhangs,anhaNs,0.67,7,6
3392,anhebung,anhebuN,2.17,8,7
3393,anhebungen,anhebuN@n,0.17,10,9
3394,anhieb,anhip,3.83,6,5
3409,anhanger,anheN@r,30.17,8,7
3410,anhangern,anheN@rn,7.67,9,8
3412,anhangerschaft,anheN@rSaft,0.83,14,11
3413,anhanglichkeit,anheNliCkait,1.33,14,12
3414,anhangsel,anheNz@l,1.83,9,8
3417,anhaufung,anhoyfuN,0.83,9,8
3418,anhaufungen,anhoyfuN@n,0.17,11,10
3419,anhohe,anh2@,0.5,6,5
3421,anhorung,anh2ruN,2.33,8,7
3422,anhorungen,anh2ruN@n,0.83,10,9
3424,anilin,anilin,2.67,6,6
3436,animismus,animismus,0.67,9,9
3439,animositat,animozitet,0.5,10,10
3440,animositaten,animozitet@n,0.17,12,12
3442,anis,anis,0.17,4,4
3448,ankauf,ankauf,19.0,6,6
3450,ankaufes,ankauf@s,0.17,8,8
3452,anke,aNk@,0.33,4,4
3453,anken,ank@n,3.0,5,5
3454,ankens,aNk@ns,0.33,6,6
3455,anker,aNk@r,3.17,5,5
3461,ankerplatz,aNk@rplats,0.5,10,10
3479,anklage,anklag@,21.83,7,7
3480,anklagebank,anklag@baNk,4.5,11,11
3483,anklagen,anklag@n,2.17,8,8
3484,anklageschrift,anklak@Srift,2.83,14,12
3485,anklageschriften,anklak@Srift@n,0.5,16,14
3486,anklang,anklaN,2.17,7,6
3498,anklager,ankleg@r,2.67,8,8
3499,anklagern,ankleg@rn,0.33,9,9
3500,anklagers,ankleg@rs,0.5,9,9
3501,anklange,ankleN@,0.33,8,7
3503,anknupfung,anknypfuN,0.33,10,9
3505,anknupfungspunkt,anknypfuNspuNkt,0.17,16,15
3506,anknupfungspunkte,anknypfuNspuNkt@,0.17,17,16
3514,ankunft,ankunft,19.5,7,7
3517,ankaufe,ankoyf@,0.83,7,7
3519,ankommling,ank9mliN,1.5,10,8
