word,ortho,pron,freq,
con-ver-ti,converti,k&-veR-ti,1.22,
es-qui-mau,esquimau,es-ki-mo,1.22,
sa-lu-bre,salubre,sa-ly-bR°,1.22,
vi-chy,vichy,vi-Si,1.22,
en-va-hi,envahi,@-va-i,1.22,
lo-ti,loti,lo-ti,1.22,
ra-gou-tant,ragoutant,Ra-gu-t@,1.22,
bleu-et,bleuet,bl2-e,1.22,
pa-lot,palot,pa-lo,1.22,
con-cor-de,concorde,k&-koR-d°,1.22,
in-frac-tion,infraction,5-fRak-sj&,1.22,
pes-ti-len-ce,pestilence,pes-ti-l@-s°,1.22,
star-le-tte,starlette,staR-le-t°,1.22,
fou-a-ille,fouaille,fu-a-j°,1.22,
é-brui-ter,ébruiter,e-bR8i-te,1.22,
sou-ffleur,souffleur,su-fl2R,1.22,
jou-é,joué,Zu-e,1.22,
ber-bè-re,berbère,beR-be-R°,1.22,
grin-cheux,grincheux,gR5-S2,1.22,
glou-glou,glouglou,glu-glu,1.22,
comp-tant,comptant,k&-t@,1.22,
oi-si-llon,oisillon,wa-zi-j&,1.22,
in-car-né,incarné,5-kaR-ne,1.22,
mo-na-cal,monacal,mo-na-kal,1.22,
e-cchy-mo-se,ecchymose,e-ki-mo-z°,1.22,
tri-pot,tripot,tRi-po,1.22,
ta-lo-che,taloche,ta-lo-S°,1.22,
mo-llus-que,mollusque,mo-lys-k°,1.22,
lynx,lynx,l5ks,1.22,
in-vi-va-ble,invivable,5-vi-va-bl°,1.22,
gra-cier,gracier,gRa-sje,1.22,
en-no-blir,ennoblir,@-no-bliR,1.22,
as-cé-ti-que,ascétique,a-se-ti-k°,1.22,
dé-ra-té,dératé,de-Ra-te,1.22,
sté-ré-o-ty-pe,stéréotype,ste-Re-o-ti-p°,1.22,
pla-nant,planant,pla-n@,1.22,
fis-cal,fiscal,fis-kal,1.22,
guê-piè-re,guêpière,ge-pje-R°,1.22,
ac-ce-ssion,accession,ak-se-sj&,1.22,
ni-ppon,nippon,ni-p&,1.22,
dro-ma-dai-re,dromadaire,dRo-ma-de-R°,1.22,
ar-se-nic,arsenic,aR-s2-nik,1.22,
bou-seux,bouseux,bu-z2,1.22,
tru-ci-der,trucider,tRy-si-de,1.22,
syl-ves-tre,sylvestre,sil-ves-tR°,1.22,
dé-rou-illée,dérouillée,de-Ru-je,1.22,
ni-chée,nichée,ni-Se,1.22,
main-te,mainte,m5-t°,1.22,
ra-vio-li,ravioli,Ra-vjo-li,1.22,
i-né-ga-la-ble,inégalable,i-ne-ga-la-bl°,1.22,
é-chi-ner,échiner,e-Si-ne,1.22,
re-la-ti-vi-té,relativité,R°-la-ti-vi-te,1.22,
la-men-to,lamento,la-men-to,1.22,
ni-hi-lis-me,nihilisme,ni-i-liz-m°,1.22,
na-ta-tion,natation,na-ta-sj&,1.22,
tex-ti-le,textile,teks-ti-l°,1.22,
trei-lla-ge,treillage,tRe-ja-Z°,1.22,
a-llu-sif,allusif,a-ly-zif,1.22,
poi-vré,poivré,pwa-vRe,1.22,
pleu-reur,pleureur,pl2-R2R,1.22,
dé-pe-na-illé,dépenaillé,de-p°-na-je,1.22,
a-ma-ry-llis,amaryllis,a-ma-Ri-lis,1.22,
pi-peau,pipeau,pi-po,1.22,
bi-tu-re,biture,bi-ty-R°,1.22,
scoop,scoop,skup,1.22,
a-za-lée,azalée,a-za-le,1.22,
jal-min-ce,jalmince,Zal-m5-s°,1.22,
ra-ti-fier,ratifier,Ra-ti-fje,1.22,
ran-card,rancard,R@-kaR,1.22,
tau-pi-niè-re,taupinière,to-pi-nje-R°,1.22,
a-lié-nant,aliénant,a-lje-n@,1.22,
la-ché,laché,la-Se,1.22,
mou-illa-ge,mouillage,mu-ja-Z°,1.22,
a-nne-lé,annelé,a-n°-le,1.22,
dia,dia,dja,1.22,
cor-née,cornée,koR-ne,1.22,
cou-ic,couic,ku-ik,1.22,
a-lam-bic,alambic,a-l@-bik,1.22,
sug-ges-tif,suggestif,syg-Zes-tif,1.22,
pé-da-go-gie,pédagogie,pe-da-go-Zi,1.22,
sui-ci-dé,suicidé,s8i-si-de,1.22,
phti-si-que,phtisique,fti-zi-k°,1.22,
struc-tu-rer,structurer,stRyk-ty-Re,1.22,
bra-der,brader,bRa-de,1.22,
dry,dry,dRaj,1.22,
ta-po-te-ment,tapotement,ta-po-t°-m@,1.22,
fan-fa-ron,fanfaron,f@-fa-R&,1.22,
maie,maie,me,1.22,
poix,poix,pwa,1.22,
en-rhu-mé,enrhumé,@-Ry-me,1.22,
tos-can,toscan,tos-k@,1.22,
mé-dia,média,me-dja,1.22,
mo-mi-fié,momifié,mo-mi-fje,1.22,
drai-ner,drainer,dRe-ne,1.22,
ca-den-cer,cadencer,ka-d@-se,1.22,
rou-ssa-tre,roussatre,Ru-sa-tR°,1.22,
quin-te-tte,quintette,k5-te-t°,1.22,
i-nhi-bi-tion,inhibition,i-ni-bi-sj&,1.22,
vé-ti-lle,vétille,ve-ti-j°,1.22,
tour-ne-sol,tournesol,tuR-n°-sol,1.22,
dri-lle,drille,dRi-j°,1.22,
di-gi-tal,digital,di-Zi-tal,1.22,
cla-po-tant,clapotant,kla-po-t@,1.22,
tim-brer,timbrer,t5-bRe,1.22,
co-rro-der,corroder,ko-Ro-de,1.22,
co-mac,comac,ko-mak,1.22,
pré-ven-tif,préventif,pRe-v@-tif,1.22,
ra-pin,rapin,Ra-p5,1.22,
bê-cheur,bêcheur,be-S2R,1.22,
la-cé-ré,lacéré,la-se-Re,1.22,
i-dé-a-le-ment,idéalement,i-de-a-l°-m@,1.22,
a-ta-vis-me,atavisme,a-ta-viz-m°,1.22,
ru-do-yer,rudoyer,Ry-dwa-je,1.22,
leit-mo-tiv,leitmotiv,lejt-mo-tiv,1.22,
zo-o-lo-gi-que,zoologique,zo-o-lo-Zi-k°,1.22,
eu-pho-ri-que,euphorique,2-fo-Ri-k°,1.22,
ham-ster,hamster,am-steR,1.22,
ma-ti-ne,matine,ma-ti-n°,1.22,
ca-que-ta-ge,caquetage,ka-k°-ta-Z°,1.22,
ru-gi-ssant,rugissant,Ry-Zi-s@,1.22,
gra-vi-llon,gravillon,gRa-vi-j&,1.22,
grou-mer,groumer,gRu-m2R,1.22,
ba-na-le-ment,banalement,ba-na-l°-m@,1.22,
por-che-rie,porcherie,poR-S°-Ri,1.22,
te-rro-ris-me,terrorisme,te-Ro-Riz-m°,1.22,
chau-ler,chauler,So-le,1.22,
i-nac-tif,inactif,i-nak-tif,1.22,
ser-vi-li-té,servilité,seR-vi-li-te,1.22,
é-pî-tre,épître,e-pi-tR°,1.22,
zi-gou-iller,zigouiller,zi-gu-je,1.22,
sé-lec-tif,sélectif,se-lek-tif,1.22,
gra-illon,graillon,gRa-j&,1.22,
la-mé,lamé,la-me,1.22,
mur-mu-rant,murmurant,myR-my-R@,1.22,
tem-pé-ré,tempéré,t@-pe-Re,1.22,
na-si-ller,nasiller,na-zi-je,1.22,
lunch,lunch,l2ntS,1.22,
re-no-mmer,renommer,R°-no-me,1.22,
co-ca-ï-ne,cocaïne,ko-ka-i-n°,1.22,
re-joint,rejoint,R°-Zw5,1.22,
pres-to,presto,pRes-to,1.22,
trip,trip,tRip,1.22,
é-cu-meux,écumeux,e-ky-m2,1.22,
a-pprê-té,apprêté,a-pRe-te,1.22,
a-mal-ga-mer,amalgamer,a-mal-ga-me,1.22,
bé-vue,bévue,be-vy,1.22,
bê-le-ment,bêlement,be-l°-m@,1.22,
in-ter-pho-ne,interphone,5-teR-fo-n°,1.22,
cra-do,crado,kRa-do,1.22,
trou-pier,troupier,tRu-pje,1.22,
ti-so-nner,tisonner,ti-zo-ne,1.22,
har-po-nner,harponner,aR-po-ne,1.22,
sé-is-me,séisme,se-iz-m°,1.22,
dé-fi-cien-ce,déficience,de-fi-sj@-s°,1.22,
en-dia-blé,endiablé,@-dja-ble,1.22,
fa-kir,fakir,fa-kiR,1.22,
ti-re-tte,tirette,ti-Re-t°,1.22,
re-pé-ra-ble,repérable,R°-pe-Ra-bl°,1.22,
mo-ri-gé-ner,morigéner,mo-Ri-Ze-ne,1.22,
chi-po-ter,chipoter,Si-po-te,1.22,
co-lom-be-lle,colombelle,ko-l&-be-l°,1.22,
é-qui-pé,équipé,e-ki-pe,1.15,
a-mè-ne,amène,a-me-n°,1.15,
dé-gra-dé,dégradé,de-gRa-de,1.15,
cu-pi-de,cupide,ky-pi-d°,1.15,
ou-a-ille,ouaille,u-a-j°,1.15,
ban-de-le-tte,bandelette,b@-d°-le-t°,1.15,
fi-lé,filé,fi-le,1.15,
se-yant,seyant,se-j@,1.15,
con-gè-re,congère,k&-Ze-R°,1.15,
cra-ne-ment,cranement,kRa-n°-m@,1.15,
re-pou-ssé,repoussé,R°-pu-se,1.15,
pu-bis,pubis,py-bis,1.15,
a-que-duc,aqueduc,a-k°-dyk,1.15,
do-mi-nan-te,dominante,do-mi-n@-t°,1.15,
o-ta-rie,otarie,o-ta-Ri,1.15,
ce-llu-li-te,cellulite,se-ly-li-t°,1.15,
a-mu-se-tte,amusette,a-my-ze-t°,1.15,
mau-re,maure,mo-R°,1.15,
psy-chis-me,psychisme,psi-Siz-m°,1.15,
pro-mu,promu,pRo-my,1.15,
ca-po-ter,capoter,ka-po-te,1.15,
de-ssaou-ler,dessaouler,de-su-le,1.15,
e-xé-cu-tant,exécutant,e-gze-ky-t@,1.15,
ta-pe-tte,tapette,ta-pe-t°,1.15,
en-sa-bler,ensabler,@-sa-ble,1.15,
ma-ga-si-nier,magasinier,ma-ga-zi-nje,1.15,
fac-to-tum,factotum,fak-to-tom,1.15,
dé-via-tion,déviation,de-vja-sj&,1.15,
e-xa-cer-bé,exacerbé,e-gza-seR-be,1.15,
car-don,cardon,kaR-d&,1.15,
co-rro-bo-rer,corroborer,ko-Ro-bo-Re,1.15,
ju-da-ïs-me,judaïsme,Zy-da-iz-m°,1.15,
mo-der-nis-me,modernisme,mo-deR-niz-m°,1.15,
dé-trac-teur,détracteur,de-tRak-t2R,1.15,
cri-ble,crible,kRi-bl°,1.15,
pa-ille-té,pailleté,pa-j°-te,1.15,
pi-que-tte,piquette,pi-ke-t°,1.15,
blon-dir,blondir,bl&-diR,1.15,
creu-set,creuset,kR2-ze,1.15,
é-ta-le,étale,e-ta-l°,1.15,
mé-di-re,médire,me-di-R°,1.15,
cra-que-lu-re,craquelure,kRa-k°-ly-R°,1.15,
les-bien,lesbien,lez-bj5,1.15,
re-pé-ra-ge,repérage,R°-pe-Ra-Z°,1.15,
bo-bo-nne,bobonne,bo-bo-n°,1.15,
cha-fou-in,chafouin,Sa-fu-5,1.15,
lo-ya-lis-me,loyalisme,lwa-ja-liz-m°,1.15,
con-cer-té,concerté,k&-seR-te,1.15,
en-gor-ger,engorger,@-goR-Ze,1.15,
pu-ce-la-ge,pucelage,py-s°-la-Z°,1.15,
mal-do-nne,maldonne,mal-do-n°,1.15,
mar-ner,marner,maR-ne,1.15,
mé-tai-rie,métairie,me-te-Ri,1.15,
ryth-mi-que,rythmique,Rit-mi-k°,1.15,
rem-pi-ler,rempiler,R@-pi-le,1.15,
pro-po-sé,proposé,pRo-po-ze,1.15,
a-ni-se-tte,anisette,a-ni-ze-t°,1.15,
am-pli,ampli,@-pli,1.15,
bé,bé,be,1.15,
ful-gu-rer,fulgurer,fyl-gy-Re,1.15,
dia-cre,diacre,dja-kR°,1.15,
ré-chau-ffé,réchauffé,Re-So-fe,1.15,
glai-seux,glaiseux,gle-z2,1.15,
lan-ger,langer,l@-Ze,1.15,
re-ssaut,ressaut,R°-so,1.15,
ré-a-li-sé,réalisé,Re-a-li-ze,1.15,
a-mou-ra-cher,amouracher,a-mu-Ra-Se,1.15,
a-mou-re-tte,amourette,a-mu-Re-t°,1.15,
em-mi-tou-flé,emmitouflé,@-mi-tu-fle,1.15,
dol-man,dolman,dol-m@,1.15,
man-do-li-ne,mandoline,m@-do-li-n°,1.15,
a-gré-gé,agrégé,a-gRe-Ze,1.15,
dé-co-lla-ge,décollage,de-ko-la-Z°,1.15,
ca-bri-o-le,cabriole,ka-bRi-o-l°,1.15,
cai-sse-tte,caissette,ke-se-t°,1.15,
ca-rie,carie,ka-Ri,1.15,
bi-bi,bibi,bi-bi,1.15,
ca-pu-cin,capucin,ka-py-s5,1.15,
por-te-faix,portefaix,poR-t°-fe,1.15,
dé-su-nir,désunir,de-zy-niR,1.15,
qua-dra-tu-re,quadrature,kwa-dRa-ty-R°,1.15,
tui-le-rie,tuilerie,t8i-l°-Ri,1.15,
mou-che-té,moucheté,mu-S°-te,1.15,
guim-pe,guimpe,g5-p°,1.15,
tub,tub,t2b,1.15,
vei-nu-le,veinule,ve-ny-l°,1.15,
a-comp-te,acompte,a-k&-t°,1.15,
cam-bri-o-ler,cambrioler,k@-bRi-o-le,1.15,
grin-gue,gringue,gR5-g°,1.15,
mir-li-ton,mirliton,miR-li-t&,1.15,
me-ri-sier,merisier,m°-Ri-zje,1.15,
é-bri-é-té,ébriété,e-bRi-e-te,1.15,
caus-ti-que,caustique,kos-ti-k°,1.15,
di-mi-nu-tion,diminution,di-mi-ny-sj&,1.15,
cla-pet,clapet,kla-pe,1.15,
es-tro-pié,estropié,es-tRo-pje,1.15,
poi-vron,poivron,pwa-vR&,1.15,
es-tro-pier,estropier,es-tRo-pje,1.15,
gui-pu-re,guipure,gi-py-R°,1.15,
po-pu-leux,populeux,po-py-l2,1.15,
vo-mi-ssu-re,vomissure,vo-mi-sy-R°,1.15,
ex-pli-ca-tif,explicatif,eks-pli-ka-tif,1.15,
ju-sques,jusques,Zy-sk°,1.15,
pou-le-tte,poulette,pu-le-t°,1.15,
char-treux,chartreux,SaR-tR2,1.15,
té-ti-ne,tétine,te-ti-n°,1.15,
py-ra-mi-dal,pyramidal,pi-Ra-mi-dal,1.15,
mar-bru-re,marbrure,maR-bRy-R°,1.15,
heur,heur,2R,1.15,
tru-qua-ge,truquage,tRy-ka-Z°,1.15,
tri-sser,trisser,tRi-se,1.15,
tra-gé-dien,tragédien,tRa-Ze-dj5,1.15,
fai-san-dé,faisandé,f°-z@-de,1.15,
tour-ne-lle,tournelle,tuR-ne-l°,1.15,
ver-mi-llon,vermillon,veR-mi-j&,1.15,
qui-ttan-ce,quittance,ki-t@-s°,1.15,
trans-fu-ge,transfuge,tR@s-fy-Z°,1.15,
mar-mi-ton,marmiton,maR-mi-t&,1.15,
po-ti-che,potiche,po-ti-S°,1.15,
pon-dé-ré,pondéré,p&-de-Re,1.15,
quim-per,quimper,k5-pe,1.15,
plu-mi-tif,plumitif,ply-mi-tif,1.15,
ho-lo-cau-ste,holocauste,o-lo-ko-st°,1.15,
bil-bo-quet,bilboquet,bil-bo-ke,1.15,
tré-mo-lo,trémolo,tRe-mo-lo,1.15,
jo-jo,jojo,Zo-Zo,1.15,
ra-seur,raseur,Ra-z2R,1.15,
ju-li-e-nne,julienne,Zy-li-e-n°,1.15,
fau-bou-rien,faubourien,fo-bu-Rj5,1.15,
vin-dic-te,vindicte,v5-dik-t°,1.15,
mi-lli-è-me,millième,mi-li-e-m°,1.15,
vi-le-nie,vilenie,vi-le-ni,1.15,
jou-i-ssif,jouissif,Zu-i-sif,1.15,
ra-ki,raki,Ra-ki,1.15,
gent,gent,Z@,1.15,
cou-che-rie,coucherie,ku-S°-Ri,1.15,
dio-cè-se,diocèse,djo-se-z°,1.15,
beu-gle-ment,beuglement,b2-gl°-m@,1.15,
pa-ru-tion,parution,pa-Ry-sj&,1.15,
fa-go-ter,fagoter,fa-go-te,1.15,
ci-boi-re,ciboire,si-bwa-R°,1.15,
cour-taud,courtaud,kuR-to,1.15,
vi-vi-fier,vivifier,vi-vi-fje,1.15,
ba-la-fré,balafré,ba-la-fRe,1.15,
tei-gne,teigne,te-N°,1.15,
lu-ti-ner,lutiner,ly-ti-ne,1.15,
thé-o-ri-cien,théoricien,te-o-Ri-sj5,1.15,
mou-jik,moujik,mu-Zik,1.15,
in-gé-nu-i-té,ingénuité,5-Ze-ny-i-te,1.15,
sto-cker,stocker,sto-ke,1.15,
ba-ci-lle,bacille,ba-si-l°,1.15,
char-cu-ter,charcuter,SaR-ky-te,1.15,
par-fu-meur,parfumeur,paR-fy-m2R,1.15,
lam-bi-ner,lambiner,l@-bi-ne,1.15,
pa-ssa-ble,passable,pa-sa-bl°,1.15,
cen-tu-rie,centurie,s@-ty-Ri,1.15,
a-ccou-chée,accouchée,a-ku-Se,1.15,
plas-tic,plastic,plas-tik,1.15,
ga-lion,galion,ga-lj&,1.15,
bal-bu-tiant,balbutiant,bal-by-sj@,1.15,
pa-pi-lle,papille,pa-pi-j°,1.15,
in-ju-ri-eux,injurieux,5-Zy-Ri-2,1.15,
pla-ti-né,platiné,pla-ti-ne,1.15,
par-the,parthe,paR-t°,1.15,
pre-ssoir,pressoir,pRe-swaR,1.15,
é-mo-tif,émotif,e-mo-tif,1.15,
en-lu-mi-ner,enluminer,@-ly-mi-ne,1.15,
al-ba-tros,albatros,al-ba-tRos,1.15,
a-né-mi-que,anémique,a-ne-mi-k°,1.15,
sub-mer-gé,submergé,syb-meR-Ze,1.15,
re-con-quê-te,reconquête,R°-k&-ke-t°,1.15,
ré-gnant,régnant,Re-N@,1.15,
bou-thé-on,bouthéon,bu-te-&,1.15,
cè-pe,cèpe,se-p°,1.15,
dé-ca-de,décade,de-ka-d°,1.15,
ré-pé-ti-teur,répétiteur,Re-pe-ti-t2R,1.15,
con-tre-vent,contrevent,k&-tR°-v@,1.15,
i-mmer-sion,immersion,i-meR-sj&,1.15,
mou-la-ge,moulage,mu-la-Z°,1.15,
é-cha-sse,échasse,e-Sa-s°,1.15,
dé-ge-ler,dégeler,de-Z°-le,1.15,
pa-ta-ta,patata,pa-ta-ta,1.15,
foi-son,foison,fwa-z&,1.15,
cé-sar,césar,se-zaR,1.15,
dé-gueu-lis,dégueulis,de-g2-li,1.15,
gar-ço-nnier,garçonnier,gaR-so-nje,1.15,
em-brin-guer,embringuer,@-bR5-ge,1.15,
al-chi-mi-que,alchimique,al-Si-mi-k°,1.15,
mus-ca-de,muscade,mys-ka-d°,1.15,
ca-ni-ne,canine,ka-ni-n°,1.15,
nor-vé-gien,norvégien,noR-ve-Zj5,1.15,
chap-ka,chapka,Sap-ka,1.15,
co-ti-sa-tion,cotisation,ko-ti-za-sj&,1.15,
gé-no-ci-de,génocide,Ze-no-si-d°,1.15,
blan-chet,blanchet,bl@-Se,1.15,
ba-llo-nné,ballonné,ba-lo-ne,1.15,
é-tri-ller,étriller,e-tRi-je,1.15,
re-grim-per,regrimper,R°-gR5-pe,1.15,
in-fir-mer,infirmer,5-fiR-me,1.15,
plaid,plaid,pled,1.15,
su-jé-tion,sujétion,sy-Ze-sj&,1.15,
ar-ti-sa-nat,artisanat,aR-ti-za-na,1.15,
bro-qui-lle,broquille,bRo-ki-j°,1.15,
cons-pu-er,conspuer,k&s-py-e,1.15,
au-burn,auburn,o-b2Rn,1.15,
spa-da-ssin,spadassin,spa-da-s5,1.15,
su-cri-er,sucrier,sy-kRi-e,1.15,
re-ta-ble,retable,R°-ta-bl°,1.15,
bou-geo-tte,bougeotte,bu-Zo-t°,1.15,
doig-té,doigté,dwa-te,1.15,
am-né-sie,amnésie,am-ne-zi,1.15,
do-na,dona,do-na,1.15,
mu-ti-ne-rie,mutinerie,my-ti-n°-Ri,1.15,
su-bi-to,subito,sy-bi-to,1.15,
i-no-pi-né,inopiné,i-no-pi-ne,1.15,
ca-ner,caner,ka-ne,1.15,
a-llu-meur,allumeur,a-ly-m2R,1.15,
in-su-li-ne,insuline,5-sy-li-n°,1.15,
gon-fle-ment,gonflement,g&-fl°-m@,1.15,
fri-mas,frimas,fRi-ma,1.15,
on-do-yant,ondoyant,&-dwa-j@,1.15,
re-pen-ti,repenti,R°-p@-ti,1.15,
ro-tie,rotie,Ro-ti,1.15,
dé-me-su-re,démesure,de-m°-zy-R°,1.15,
gon-do-lier,gondolier,g&-do-lje,1.15,
ta-nneur,tanneur,ta-n2R,1.15,
mé-ti-ssa-ge,métissage,me-ti-sa-Z°,1.15,
tan-gen-te,tangente,t@-Z@-t°,1.15,
can-ti-nier,cantinier,k@-ti-nje,1.15,
ba-bou-in,babouin,ba-bu-5,1.15,
mé-zig,mézig,me-zig,1.15,
ar-pè-te,arpète,aR-pe-t°,1.15,
i-do-la-trer,idolatrer,i-do-la-tRe,1.15,
dé-bar-qué,débarqué,de-baR-ke,1.15,
sé-pia,sépia,se-pja,1.15,
é-pis-co-pal,épiscopal,e-pis-ko-pal,1.15,
con-den-sé,condensé,k&-d@-se,1.15,
dé-mar-cheur,démarcheur,de-maR-S2R,1.15,
a-ca-dé-mi-que,académique,a-ka-de-mi-k°,1.15,
ba-llo-nner,ballonner,ba-lo-ne,1.15,
dé-pi-ter,dépiter,de-pi-te,1.15,
con-fi-seur,confiseur,k&-fi-z2R,1.15,
ba-ra-ti-ner,baratiner,ba-Ra-ti-ne,1.15,
é-pi-lo-guer,épiloguer,e-pi-lo-ge,1.15,
dé-pis-ter,dépister,de-pis-te,1.15,
re-nne,renne,Re-n°,1.15,
a-nar-chi-que,anarchique,a-naR-Si-k°,1.15,
neu-ro-ne,neurone,n2-Ro-n°,1.15,
cra-nien,cranien,kRa-nj5,1.15,
pen-du-le-tte,pendulette,p@-dy-le-t°,1.15,
pi-las-tre,pilastre,pi-las-tR°,1.15,
in-di-ges-te,indigeste,5-di-Zes-t°,1.15,
fleu-ron,fleuron,fl2-R&,1.15,
re-cy-cler,recycler,R°-si-kle,1.15,
co-mmen-çant,commençant,ko-m@-s@,1.15,
bru-ta-li-ser,brutaliser,bRy-ta-li-ze,1.15,
cram-pon,crampon,kR@-p&,1.15,
au-ne,aune,o-n°,1.15,
pa-ra-no-ïa,paranoïa,pa-Ra-no-ja,1.15,
pe-ti-te-ment,petitement,p°-ti-t°-m@,1.15,
gniard,gniard,NaR,1.15,
to-card,tocard,to-kaR,1.15,
cré-ne-lé,crénelé,kRe-n°-le,1.15,
sté-ré-o,stéréo,ste-Re-o,1.15,
ré-gla-ge,réglage,Re-gla-Z°,1.15,
gé-ran-ce,gérance,Ze-R@-s°,1.15,
fla-mant,flamant,fla-m@,1.15,
phi-li-ppin,philippin,fi-li-p5,1.15,
o-li-va-tre,olivatre,o-li-va-tR°,1.15,
é-chan-cré,échancré,e-S@-kRe,1.15,
é-mi-gra-tion,émigration,e-mi-gRa-sj&,1.15,
han-di-ca-pé,handicapé,@-di-ka-pe,1.15,
ren-flou-er,renflouer,R@-flu-e,1.15,
so-mme-lier,sommelier,so-m°-lje,1.15,
ba-o-bab,baobab,ba-o-bab,1.15,
in-ter-ner,interner,5-teR-ne,1.15,
bur-lin-gue,burlingue,byR-l5-g°,1.15,
ma-chi-nis-te,machiniste,ma-Si-nis-t°,1.15,
ta-bor,tabor,ta-boR,1.15,
si-mi-es-que,simiesque,si-mi-es-k°,1.15,
o-pé-ré,opéré,o-pe-Re,1.15,
dat-cha,datcha,dat-Sa,1.15,
a-lo-ès,aloès,a-lo-es,1.15,
so-nna-ille,sonnaille,so-na-j°,1.15,
ro-ga-ton,rogaton,Ro-ga-t&,1.15,
lu-na-ti-que,lunatique,ly-na-ti-k°,1.15,
ba-li-veau,baliveau,ba-li-vo,1.08,
cen-tu-ple,centuple,s@-ty-pl°,1.08,
ri-chi-ssi-me,richissime,Ri-Si-si-m°,1.08,
feu-le-ment,feulement,f2-l°-m@,1.08,
co-li-fi-chet,colifichet,ko-li-fi-Se,1.08,
par-tial,partial,paR-sjal,1.08,
a-ba-ttis,abattis,a-ba-ti,1.08,
tor-gno-le,torgnole,toR-No-l°,1.08,
vé-lo-ci-té,vélocité,ve-lo-si-te,1.08,
fra-gran-ce,fragrance,fRa-gR@-s°,1.08,
a-ré-o-pa-ge,aréopage,a-Re-o-pa-Z°,1.08,
pé-nard,pénard,pe-naR,1.08,
ac-qué-reur,acquéreur,a-ke-R2R,1.08,
ca-ra-bi-né,carabiné,ka-Ra-bi-ne,1.08,
pa-py,papy,pa-pi,1.08,
ri-chard,richard,Ri-SaR,1.08,
feu-ille-tte,feuillette,f2-je-t°,1.08,
gri-ve-ton,griveton,gRi-v°-t&,1.08,
pli-sse-ment,plissement,pli-s°-m@,1.08,
dro-guet,droguet,dRo-ge,1.08,
ri-vet,rivet,Ri-ve,1.08,
en-lu-mi-nu-re,enluminure,@-ly-mi-ny-R°,1.08,
pro-to-ty-pe,prototype,pRo-to-ti-p°,1.08,
bou-rri-cot,bourricot,bu-Ri-ko,1.08,
vi-tu-pé-rer,vitupérer,vi-ty-pe-Re,1.08,
ti-sse-rand,tisserand,ti-s°-R@,1.08,
cra-cheur,cracheur,kRa-S2R,1.08,
pu-ni-tif,punitif,py-ni-tif,1.08,
té,té,te,1.08,
rec-ta,recta,Rek-ta,1.08,
té-le-sco-per,télescoper,te-le-sko-pe,1.08,
sour-dait,sourdait,suR-de,1.08,
po-ly-chro-me,polychrome,po-li-kRo-m°,1.08,
so-lis-te,soliste,so-lis-t°,1.08,
ti-trer,titrer,ti-tRe,1.08,
ri-se-tte,risette,Ri-ze-t°,1.08,
mo-ro-si-té,morosité,mo-Ro-zi-te,1.08,
ar-bi-trer,arbitrer,aR-bi-tRe,1.08,
gar-don,gardon,gaR-d&,1.08,
gar-dé-nal,gardénal,gaR-de-nal,1.08,
ba-ké-li-te,bakélite,ba-ke-li-t°,1.08,
mi-ron-ton,mironton,mi-R&-t&,1.08,
mu-la-tre,mulatre,my-la-tR°,1.08,
cor-nue,cornue,koR-ny,1.08,
hue,hue,y,1.08,
per-ven-che,pervenche,peR-v@-S°,1.08,
sou-illon,souillon,su-j&,1.08,
four-be,fourbe,fuR-b°,1.08,
gueu-le-ton,gueuleton,g2-l°-t&,1.08,
ra-voir,ravoir,Ra-vwaR,1.08,
in-sou-mis,insoumis,5-su-mi,1.08,
fat,fat,fat,1.08,
to-nnant,tonnant,to-n@,1.08,
é-va-dé,évadé,e-va-de,1.08,
ar-pion,arpion,aR-pj&,1.08,
pré-a-vis,préavis,pRe-a-vi,1.08,
or-meau,ormeau,oR-mo,1.08,
se-vra-ge,sevrage,s°-vRa-Z°,1.08,
é-thi-que,éthique,e-ti-k°,1.08,
bri-tish,british,bRi-tiS,1.08,
as-phy-xi-ant,asphyxiant,as-fi-ksi-@,1.08,
su-ppli-que,supplique,sy-pli-k°,1.08,
e-sci-ent,escient,e-si-@,1.08,
é-char-per,écharper,e-SaR-pe,1.08,
dé-shé-ri-ter,déshériter,de-ze-Ri-te,1.08,
pou-cet,poucet,pu-se,1.08,
gra-mo-pho-ne,gramophone,gRa-mo-fo-n°,1.08,
im-pié-té,impiété,5-pje-te,1.08,
ré-sur-gen-ce,résurgence,Re-zyR-Z@-s°,1.08,
a-mi-go,amigo,a-mi-go,1.08,
ber-lu-re,berlure,beR-ly-R°,1.08,
bo-nir,bonir,bo-niR,1.08,
ur-ger,urger,yR-Ze,1.08,
ga-lu-re,galure,ga-ly-R°,1.08,
a-na-thè-me,anathème,a-na-te-m°,1.08,
ty-po-gra-phe,typographe,ti-po-gRa-f°,1.08,
re-ver-dir,reverdir,R°-veR-diR,1.08,
ma-gis-ter,magister,ma-Zis-teR,1.08,
as-tro-lo-gue,astrologue,as-tRo-lo-g°,1.08,
bro-cher,brocher,bRo-Se,1.08,
ai-gri,aigri,e-gRi,1.08,
lo-che,loche,lo-S°,1.08,
am-phi,amphi,@-fi,1.08,
dé-cli-vi-té,déclivité,de-kli-vi-te,1.08,
pa-ros,paros,pa-Ros,1.08,
fa-ri-neux,farineux,fa-Ri-n2,1.08,
tor-pi-ller,torpiller,toR-pi-je,1.08,
hor-lo-ge-rie,horlogerie,oR-lo-Z°-Ri,1.08,
