word,ortho,pron,freq,
ri-cain,ricain,Ri-k5,1.08,
hé-bra-ï-que,hébraïque,e-bRa-i-k°,1.08,
pa-pas,papas,pa-pa,1.08,
cos-tu-mé,costumé,kos-ty-me,1.08,
pla-te-ment,platement,pla-t°-m@,1.08,
pu-gi-lat,pugilat,py-Zi-la,1.08,
lo-tus,lotus,lo-tys,1.08,
gue-rro-yer,guerroyer,ge-Rwa-je,1.08,
bleu-i,bleui,bl2-i,1.08,
a-va-rie,avarie,a-va-Ri,1.08,
ra-vau-der,ravauder,Ra-vo-de,1.08,
faon,faon,f@,1.08,
fau-sse-té,fausseté,fo-s°-te,1.08,
têt,têt,te,1.08,
cro-cher,crocher,kRo-Se,1.08,
dé-vo-reur,dévoreur,de-vo-R2R,1.08,
a-tta-blé,attablé,a-ta-ble,1.08,
a-pos-to-lat,apostolat,a-pos-to-la,1.08,
sou-du-re,soudure,su-dy-R°,1.08,
a-mu-le-tte,amulette,a-my-le-t°,1.08,
co-cker,cocker,ko-keR,1.08,
a-ccor-dé,accordé,a-koR-de,1.08,
hard,hard,aRd,1.08,
té-ta-ni-ser,tétaniser,te-ta-ni-ze,1.08,
sou-fflant,soufflant,su-fl@,1.08,
char-mé,charmé,SaR-me,1.08,
o-né-reux,onéreux,o-ne-R2,1.08,
tu-mé-fier,tuméfier,ty-me-fje,1.08,
é-ty-mo-lo-gie,étymologie,e-ti-mo-lo-Zi,1.08,
ca-bri,cabri,ka-bRi,1.08,
bé-ca-sse,bécasse,be-ka-s°,1.08,
co-ha-bi-ter,cohabiter,ko-a-bi-te,1.08,
pa-ro-di-que,parodique,pa-Ro-di-k°,1.08,
em-bou-cher,emboucher,@-bu-Se,1.08,
tu-ant,tuant,ty-@,1.08,
schnaps,schnaps,Snaps,1.08,
en-ri-chi,enrichi,@-Ri-Si,1.08,
dé-vei-ne,déveine,de-ve-n°,1.08,
plon-geoir,plongeoir,pl&-ZwaR,1.08,
fan-tas-mer,fantasmer,f@-tas-me,1.08,
re-de-ssi-ner,redessiner,R°-de-si-ne,1.08,
meu-gler,meugler,m2-gle,1.08,
ar-che-vê-ché,archevêché,aR-S°-ve-Se,1.08,
ès,ès,es,1.08,
dé-sa-bu-ser,désabuser,de-za-by-ze,1.08,
clic,clic,klik,1.08,
bar-beau,barbeau,baR-bo,1.08,
ca-mer,camer,ka-me,1.08,
con-ver-gent,convergent,k&-veR-Z@,1.08,
co-te-lé,cotelé,ko-t°-le,1.08,
dis-tra-yant,distrayant,dis-tRe-j@,1.08,
é-clai-rant,éclairant,e-kle-R@,1.08,
jo-seph,joseph,Zo-zef,1.08,
fi-gu-ré,figuré,fi-gy-Re,1.08,
grai-ssé,graissé,gRe-se,1.08,
o-bé-si-té,obésité,o-be-zi-te,1.08,
tour-neur,tourneur,tuR-n2R,1.08,
ma-che,mache,ma-S°,1.08,
ré-vul-sé,révulsé,Re-vyl-se,1.08,
a-na-lys-te,analyste,a-na-lis-t°,1.08,
kid-na-pper,kidnapper,kid-na-pe,1.08,
fo-rum,forum,fo-Rom,1.08,
pan-do-re,pandore,p@-do-R°,1.08,
au-to-ri-sé,autorisé,o-to-Ri-ze,1.08,
ca-ho-tant,cahotant,ka-o-t@,1.08,
an-té-christ,antéchrist,@-te-kRist,1.08,
dé-pa-nna-ge,dépannage,de-pa-na-Z°,1.08,
min,min,min,1.08,
trans-for-mé,transformé,tR@s-foR-me,1.08,
pas-to-ral,pastoral,pas-to-Ral,1.08,
ma-gné-si-um,magnésium,ma-Ne-zi-om,1.08,
vé-cés,vécés,ve-se,1.08,
hou-seau,houseau,u-zo,1.08,
dé-gon-flé,dégonflé,de-g&-fle,1.08,
mi-me,mime,mi-m°,1.08,
er-got,ergot,eR-go,1.08,
a-voua-ble,avouable,a-vwa-bl°,1.08,
lé-ser,léser,le-ze,1.08,
a-bri-té,abrité,a-bRi-te,1.08,
dé-ni-grer,dénigrer,de-ni-gRe,1.08,
dé-boî-ter,déboîter,de-bwa-te,1.08,
su-pré-ma-tie,suprématie,sy-pRe-ma-si,1.08,
a-ssem-blé,assemblé,a-s@-ble,1.08,
sé-pul-cre,sépulcre,se-pyl-kR°,1.08,
cas-tel,castel,kas-tel,1.08,
cha-peau-ter,chapeauter,Sa-po-te,1.08,
class,class,klas,1.08,
sa-tu-ra-tion,saturation,sa-ty-Ra-sj&,1.08,
mé-ta-llo,métallo,me-ta-lo,1.08,
bul-ga-re,bulgare,byl-ga-R°,1.08,
di-la-ta-tion,dilatation,di-la-ta-sj&,1.08,
sau-na,sauna,so-na,1.08,
bien-sé-ant,bienséant,bj5-se-@,1.08,
ro-ta-ti-ve,rotative,Ro-ta-ti-v°,1.08,
psy-cho-gè-ne,psychogène,psi-ko-Ze-n°,1.08,
em-bra-ssé,embrassé,@-bRa-se,1.08,
ra-mo-lli,ramolli,Ra-mo-li,1.08,
pha-lli-que,phallique,fa-li-k°,1.08,
o-ppre-ssé,oppressé,o-pRe-se,1.08,
fa-da-sse,fadasse,fa-da-s°,1.08,
a-men-der,amender,a-m@-de,1.08,
a-thé-nien,athénien,a-te-nj5,1.08,
an-cré,ancré,@-kRe,1.08,
é-pou-iller,épouiller,e-pu-je,1.08,
fonts,fonts,f&,1.08,
sub-ve-nir,subvenir,syb-v°-niR,1.08,
in-cro-yant,incroyant,5-kRwa-j@,1.08,
ru-mi-nant,ruminant,Ry-mi-n@,1.08,
pe-cca-di-lle,peccadille,pe-ka-di-j°,1.08,
peau-fi-ner,peaufiner,po-fi-ne,1.08,
li-se-ron,liseron,li-z°-R&,1.08,
mi-ri-fi-que,mirifique,mi-Ri-fi-k°,1.08,
pro-vo-qué,provoqué,pRo-vo-ke,1.08,
ci-vi-li-ser,civiliser,si-vi-li-ze,1.08,
sa-quer,saquer,sa-ke,1.08,
tré-pa-sser,trépasser,tRe-pa-se,1.08,
pen-de-lo-que,pendeloque,p@-d°-lo-k°,1.08,
ci-ga-ri-llo,cigarillo,si-ga-Ri-jo,1.08,
gri-lla-de,grillade,gRi-ja-d°,1.08,
for-cir,forcir,foR-siR,1.08,
an-ti-ci-pé,anticipé,@-ti-si-pe,1.08,
pal-ma-rès,palmarès,pal-ma-Res,1.08,
pen-dai-son,pendaison,p@-de-z&,1.08,
pho-bie,phobie,fo-bi,1.08,
tra-ve-lo,travelo,tRa-v°-lo,1.08,
i-ni-mi-tié,inimitié,i-ni-mi-tje,1.08,
a-gi-sse-ment,agissement,a-Zi-s°-m@,1.08,
ban-jo,banjo,b@-dZo,1.08,
tam-bou-rin,tambourin,t@-bu-R5,1.08,
bu-tor,butor,by-toR,1.08,
jam-ba-ge,jambage,Z@-ba-Z°,1.08,
dé-so-pi-lant,désopilant,de-zo-pi-l@,1.08,
é-pris,épris,e-pRi,1.08,
rou-le,roule,Ru-l°,1.08,
car-na-tion,carnation,kaR-na-sj&,1.08,
bar-ta-ve-lle,bartavelle,baR-ta-ve-l°,1.08,
ra-ni,rani,Ra-ni,1.08,
tré-pi-gnant,trépignant,tRe-pi-N@,1.08,
psy-ché,psyché,psi-Se,1.08,
em-bru-mé,embrumé,@-bRy-me,1.08,
tan-ga-ge,tangage,t@-ga-Z°,1.08,
dé-cal-quer,décalquer,de-kal-ke,1.08,
trust,trust,tR2st,1.08,
la-ï-us,laïus,la-i-ys,1.08,
fa,fa,fa,1.08,
es-thé-tis-me,esthétisme,es-te-tiz-m°,1.08,
de-vin,devin,d°-v5,1.08,
o-re-ille-tte,oreillette,o-Re-je-t°,1.08,
ver-te-ment,vertement,veR-t°-m@,1.08,
cro-a-te,croate,kRo-a-t°,1.08,
di-vi-na-tion,divination,di-vi-na-sj&,1.08,
cer-tif,certif,seR-tif,1.08,
mé-lè-ze,mélèze,me-le-z°,1.08,
re-tour-né,retourné,R°-tuR-ne,1.08,
bi-sou,bisou,bi-zu,1.08,
mo-nas-ti-que,monastique,mo-nas-ti-k°,1.08,
hi-bis-cus,hibiscus,i-bis-kys,1.08,
sa-nie,sanie,sa-ni,1.08,
san-tal,santal,s@-tal,1.08,
mé-lo,mélo,me-lo,1.08,
as-pic,aspic,as-pik,1.08,
li-tur-gi-que,liturgique,li-tyR-Zi-k°,1.08,
gou-a-lan-te,goualante,gu-a-l@-t°,1.08,
syn-dic,syndic,s5-dik,1.08,
sau-ter-nes,sauternes,so-teR-n°,1.08,
lar-vai-re,larvaire,laR-ve-R°,1.08,
gou-a-pe,gouape,gu-a-p°,1.08,
co-o-pé-rer,coopérer,ko-o-pe-Re,1.08,
or-ches-trer,orchestrer,oR-kes-tRe,1.08,
sy-co-mo-re,sycomore,si-ko-mo-R°,1.08,
prê-té,prêté,pRe-te,1.08,
no-ta-tion,notation,no-ta-sj&,1.08,
pa-ga-yer,pagayer,pa-ge-je,1.08,
co-ma-teux,comateux,ko-ma-t2,1.08,
din-guer,dinguer,d5-ge,1.08,
shan-tung,shantung,S@-tuG,1.08,
pa-gaie,pagaie,pa-ge,1.08,
ponc-tion,ponction,p&k-sj&,1.08,
ve-rrou-illé,verrouillé,ve-Ru-je,1.08,
chan-ceux,chanceux,S@-s2,1.08,
gra-veur,graveur,gRa-v2R,1.08,
rou-pi-llon,roupillon,Ru-pi-j&,1.08,
pé-ro-rai-son,péroraison,pe-Ro-Re-z&,1.08,
du-cal,ducal,dy-kal,1.08,
sur-dou-é,surdoué,syR-du-e,1.08,
cor-so,corso,koR-so,1.08,
ga-zier,gazier,ga-zje,1.08,
cel-ti-que,celtique,sel-ti-k°,1.08,
a-ris-to,aristo,a-Ris-to,1.08,
yan-kee,yankee,j@-ki,1.08,
é-cru,écru,e-kRy,1.08,
rus-ti-ci-té,rusticité,Rys-ti-si-te,1.08,
o-vo-ï-de,ovoïde,o-vo-i-d°,1.08,
chi-u-re,chiure,Si-y-R°,1.08,
é-so-té-ri-que,ésotérique,e-zo-te-Ri-k°,1.08,
gra-vi-ter,graviter,gRa-vi-te,1.08,
in-te-llo,intello,5-te-lo,1.08,
a-sphy-xié,asphyxié,a-sfi-ksje,1.08,
i-do-la-trie,idolatrie,i-do-la-tRi,1.08,
co-rral,corral,ko-Ral,1.08,
sé-mi-nal,séminal,se-mi-nal,1.08,
hu-ma-nis-te,humaniste,y-ma-nis-t°,1.08,
pro-bant,probant,pRo-b@,1.08,
sé-pul-cral,sépulcral,se-pyl-kRal,1.08,
sé-ré-na-de,sérénade,se-Re-na-d°,1.08,
chan-cre,chancre,S@-kR°,1.08,
re-sse-rre,resserre,R°-se-R°,1.08,
dé-cé-dé,décédé,de-se-de,1.08,
pseu-do,pseudo,ps2-do,1.08,
em-bus-qué,embusqué,@-bys-ke,1.08,
re-no-mmé,renommé,R°-no-me,1.08,
yo-ga,yoga,jo-ga,1.08,
em-bê-te-ment,embêtement,@-be-t°-m@,1.08,
os-mo-se,osmose,os-mo-z°,1.08,
bou-ca-ner,boucaner,bu-ka-ne,1.08,
sur-ho-mme,surhomme,syR-o-m°,1.08,
tro-lley-bus,trolleybus,tRo-le-bys,1.08,
flac,flac,flak,1.08,
ba-ta-clan,bataclan,ba-ta-kl@,1.08,
po-grom,pogrom,po-gRom,1.08,
ba-cca-ra,baccara,ba-ka-Ra,1.08,
din-go,dingo,d5-go,1.08,
bu-ta-ne,butane,by-ta-n°,1.08,
zi-be-li-ne,zibeline,zi-b°-li-n°,1.08,
as-pi-ré,aspiré,as-pi-Re,1.08,
man-geoi-re,mangeoire,m@-Zwa-R°,1.08,
co-rri-gé,corrigé,ko-Ri-Ze,1.08,
crou-pion,croupion,kRu-pj&,1.08,
po-di-um,podium,po-di-om,1.08,
cha-ri-va-ri,charivari,Sa-Ri-va-Ri,1.08,
ba-te-leur,bateleur,ba-t°-l2R,1.08,
dé-coc-tion,décoction,de-kok-sj&,1.08,
ver-deur,verdeur,veR-d2R,1.08,
jas-pi-ner,jaspiner,Zas-pi-ne,1.08,
a-qui-lin,aquilin,a-ki-l5,1.08,
é-du-ca-tif,éducatif,e-dy-ka-tif,1.08,
lui-san-ce,luisance,l8i-z@-s°,1.08,
bas-trin-gue,bastringue,bas-tR5-g°,1.08,
i-sra-é-lien,israélien,i-sRa-e-lj5,1.08,
lin-teau,linteau,l5-to,1.08,
li-né-ai-re,linéaire,li-ne-e-R°,1.08,
os-tra-cis-me,ostracisme,os-tRa-siz-m°,1.08,
é-qui-pier,équipier,e-ki-pje,1.08,
du-dit,dudit,dy-dit,1.08,
char-la-tan,charlatan,SaR-la-t@,1.08,
serf,serf,seR,1.08,
bow-ling,bowling,bu-ling,1.08,
dé-gra-dant,dégradant,de-gRa-d@,1.08,
ve-lou-ter,velouter,v°-lu-te,1.08,
tron-qué,tronqué,tR&-ke,1.08,
al-to,alto,al-to,1.08,
chi-qué,chiqué,Si-ke,1.08,
sur-vi-van-ce,survivance,syR-vi-v@-s°,1.08,
cé-le-ri,céleri,se-l°-Ri,1.01,
fes-to-yer,festoyer,fes-twa-je,1.01,
re-cel,recel,R°-sel,1.01,
pa-ques,paques,pa-k°,1.01,
ber-lu-rer,berlurer,beR-ly-Re,1.01,
fes-to-nner,festonner,fes-to-ne,1.01,
con-tai-ner,container,k&-te-neR,1.01,
be-lon,belon,b°-l&,1.01,
i-mmo-ler,immoler,i-mo-le,1.01,
co-llec-ter,collecter,ko-lek-te,1.01,
diam,diam,djam,1.01,
pla-tri-er,platrier,pla-tRi-e,1.01,
re-ca-ler,recaler,R°-ka-le,1.01,
mu-fle-rie,muflerie,my-fl°-Ri,1.01,
to-rren-tiel,torrentiel,to-R@-sjel,1.01,
po-ten-tiel,potentiel,po-t@-sjel,1.01,
mo-tus,motus,mo-tys,1.01,
cy-clis-me,cyclisme,si-kliz-m°,1.01,
i-mma-nent,immanent,i-ma-n@,1.01,
le-vre-tte,levrette,l°-vRe-t°,1.01,
mou-i-se,mouise,mu-i-z°,1.01,
con-tes-te,conteste,k&-tes-t°,1.01,
sa-ga,saga,sa-ga,1.01,
toi-se,toise,twa-z°,1.01,
trei-ziè-me,treizième,tRe-zje-m°,1.01,
a-bat,abat,a-ba,1.01,
her-nie,hernie,eR-ni,1.01,
cré-o-le,créole,kRe-o-l°,1.01,
sa-bleux,sableux,sa-bl2,1.01,
be-lla-tre,bellatre,be-la-tR°,1.01,
pos-té,posté,pos-te,1.01,
pa-ra-ly-sant,paralysant,pa-Ra-li-z@,1.01,
fer-ti-li-té,fertilité,feR-ti-li-te,1.01,
a-tten-ter,attenter,a-t@-te,1.01,
dé-ro-ger,déroger,de-Ro-Ze,1.01,
i-ma-gi-er,imagier,i-ma-Zi-e,1.01,
dé-pê-trer,dépêtrer,de-pe-tRe,1.01,
ga-re-nne,garenne,ga-Re-n°,1.01,
bos-co,bosco,bos-ko,1.01,
co-co-ri-co,cocorico,ko-ko-Ri-ko,1.01,
pa-pi-llo-ter,papilloter,pa-pi-jo-te,1.01,
mu-tin,mutin,my-t5,1.01,
pre-sci-en-ce,prescience,pRe-si-@-s°,1.01,
grê-lon,grêlon,gRe-l&,1.01,
ber-ceur,berceur,beR-s2R,1.01,
ta-tou-eur,tatoueur,ta-tu-2R,1.01,
te-ckel,teckel,te-kel,1.01,
hia-tus,hiatus,ja-tys,1.01,
gas-pard,gaspard,gas-paR,1.01,
fé-ru-le,férule,fe-Ry-l°,1.01,
bi-gre,bigre,bi-gR°,1.01,
heau-me,heaume,o-m°,1.01,
in-té-gré,intégré,5-te-gRe,1.01,
mon-go-lien,mongolien,m&-go-lj5,1.01,
mys-ti-fier,mystifier,mis-ti-fje,1.01,
plu-cher,plucher,ply-Se,1.01,
pri-me-vè-re,primevère,pRi-m°-ve-R°,1.01,
fa-ne,fane,fa-n°,1.01,
mai-gre-let,maigrelet,me-gR°-le,1.01,
ca-mé-ris-te,camériste,ka-me-Ris-t°,1.01,
tar-ge-tte,targette,taR-Ze-t°,1.01,
mé-no-pau-se,ménopause,me-no-po-z°,1.01,
ré-vé-rend,révérend,Re-ve-R@,1.01,
a-grès,agrès,a-gRe,1.01,
tra-ver-sant,traversant,tRa-veR-s@,1.01,
dé-pu-ce-ler,dépuceler,de-py-s°-le,1.01,
ma-ras-me,marasme,ma-Ras-m°,1.01,
a-pho-ne,aphone,a-fo-n°,1.01,
en-ro-bé,enrobé,@-Ro-be,1.01,
car-mer,carmer,kaR-me,1.01,
dou-cet,doucet,du-se,1.01,
pé-tu-ni-a,pétunia,pe-ty-ni-a,1.01,
mou-to-nner,moutonner,mu-to-ne,1.01,
tom-beur,tombeur,t&-b2R,1.01,
cou-ac,couac,ku-ak,1.01,
qua-dru-pè-de,quadrupède,kwa-dRu-pe-d°,1.01,
pre-ssen-ti,pressenti,pRe-s@-ti,1.01,
ga-mma,gamma,ga-ma,1.01,
ca-mée,camée,ka-me,1.01,
chou-ia,chouia,Su-ja,1.01,
ga-lé-rien,galérien,ga-le-Rj5,1.01,
re-bou-cler,reboucler,R°-bu-kle,1.01,
gan-gli-on,ganglion,g@-gli-&,1.01,
ré-si-neux,résineux,Re-zi-n2,1.01,
bé-mol,bémol,be-mol,1.01,
em-bra-ya-ge,embrayage,@-bRe-ja-Z°,1.01,
cro-tter,crotter,kRo-te,1.01,
jam-bo-nneau,jambonneau,Z@-bo-no,1.01,
dé-ran-geant,dérangeant,de-R@-Z@,1.01,
ha-ï-tien,haïtien,a-i-sj5,1.01,
gou-ge,gouge,gu-Z°,1.01,
lyo-nnais,lyonnais,ljo-ne,1.01,
dé-cou-pu-re,découpure,de-ku-py-R°,1.01,
mi-è-vre-rie,mièvrerie,mi-e-vR°-Ri,1.01,
i-nap-ti-tu-de,inaptitude,i-nap-ti-ty-d°,1.01,
dé-fraî-chir,défraîchir,de-fRe-SiR,1.01,
li-ppu,lippu,li-py,1.01,
mo-le-tte,molette,mo-le-t°,1.01,
tan-cer,tancer,t@-se,1.01,
ka-by-le,kabyle,ka-bi-l°,1.01,
a-co-qui-ner,acoquiner,a-ko-ki-ne,1.01,
quin-tal,quintal,k5-tal,1.01,
gor-geon,gorgeon,goR-Z&,1.01,
schlin-guer,schlinguer,Sl5-ge,1.01,
ba-ti-sseur,batisseur,ba-ti-s2R,1.01,
sy-phi-lis,syphilis,si-fi-lis,1.01,
in-su-lai-re,insulaire,5-sy-le-R°,1.01,
pé-a-ge,péage,pe-a-Z°,1.01,
gou-dro-nner,goudronner,gu-dRo-ne,1.01,
ou-i-ghour,ouighour,u-i-guR,1.01,
ma-te-la-sser,matelasser,ma-t°-la-se,1.01,
ca-duc,caduc,ka-dyk,1.01,
i-ma-gé,imagé,i-ma-Ze,1.01,
ca-gno-tte,cagnotte,ka-No-t°,1.01,
por-trai-re,portraire,poR-tRe-R°,1.01,
ho-nnir,honnir,o-niR,1.01,
crê-per,crêper,kRe-pe,1.01,
zom-bie,zombie,z&-bi,1.01,
pro-blo-que,probloque,pRo-blo-k°,1.01,
bi-got,bigot,bi-go,1.01,
hui-tai-ne,huitaine,8i-te-n°,1.01,
po-chard,pochard,po-SaR,1.01,
vei-né,veiné,ve-ne,1.01,
eth-ni-que,ethnique,et-ni-k°,1.01,
gre-lu-che,greluche,gR°-ly-S°,1.01,
lion-ceau,lionceau,lj&-so,1.01,
bu-tter,butter,by-te,1.01,
re-po-soir,reposoir,R°-po-zwaR,1.01,
cer-vi-cal,cervical,seR-vi-kal,1.01,
fal-zar,falzar,fal-zaR,1.01,
ca-ra-co,caraco,ka-Ra-ko,1.01,
rui-sse-let,ruisselet,R8i-s°-le,1.01,
é-ti-re-ment,étirement,e-ti-R°-m@,1.01,
pa-tri-ar-cal,patriarcal,pa-tRi-aR-kal,1.01,
ful-mi-nant,fulminant,fyl-mi-n@,1.01,
sa-xo,saxo,sa-kso,1.01,
du-con,ducon,dy-k&,1.01,
bou-vier,bouvier,bu-vje,1.01,
pa-ver,paver,pa-ve,1.01,
scal-pel,scalpel,skal-pel,1.01,
im-pré-gné,imprégné,5-pRe-Ne,1.01,
ra-ta-ge,ratage,Ra-ta-Z°,1.01,
mu-se-ler,museler,my-z°-le,1.01,
bra-que,braque,bRa-k°,1.01,
ou-tre-mer,outremer,u-tR°-meR,1.01,
her-beux,herbeux,eR-b2,1.01,
nar-gui-lé,narguilé,naR-gi-le,1.01,
tri-cheur,tricheur,tRi-S2R,1.01,
croi-se-tte,croisette,kRwa-ze-t°,1.01,
i-lle-ttré,illettré,i-le-tRe,1.01,
clé-ri-cal,clérical,kle-Ri-kal,1.01,
pam-pre,pampre,p@-pR°,1.01,
na-tter,natter,na-te,1.01,
gau-dri-o-le,gaudriole,go-dRi-o-l°,1.01,
en-dé-mi-que,endémique,@-de-mi-k°,1.01,
pa-chy-der-me,pachyderme,pa-Si-deR-m°,1.01,
gru-meau,grumeau,gRy-mo,1.01,
cre-sson,cresson,kRe-s&,1.01,
bri-guer,briguer,bRi-ge,1.01,
lu-nu-le,lunule,ly-ny-l°,1.01,
di-ssol-vant,dissolvant,di-sol-v@,1.01,
sé-ma-pho-re,sémaphore,se-ma-fo-R°,1.01,
ren-trant,rentrant,R@-tR@,1.01,
ver-di,verdi,veR-di,1.01,
ca-gneux,cagneux,ka-N2,1.01,
blo-tti,blotti,blo-ti,1.01,
ma-so-chis-me,masochisme,ma-zo-Siz-m°,1.01,
pro-xé-nè-te,proxénète,pRo-kse-ne-t°,1.01,
lu-tin,lutin,ly-t5,1.01,
tri-bal,tribal,tRi-bal,1.01,
moi-sso-nner,moissonner,mwa-so-ne,1.01,
car-ni-vo-re,carnivore,kaR-ni-vo-R°,1.01,
sa-lin,salin,sa-l5,1.01,
dé-fri-ser,défriser,de-fRi-ze,1.01,
dé-gar-nir,dégarnir,de-gaR-niR,1.01,
re-mon-tant,remontant,R°-m&-t@,1.01,
em-poi-gna-de,empoignade,@-pwa-Na-d°,1.01,
bo-xon,boxon,bo-ks&,1.01,
gno-le,gnole,No-l°,1.01,
pes-ti-fé-ré,pestiféré,pes-ti-fe-Re,1.01,
sta-li-nis-me,stalinisme,sta-li-niz-m°,1.01,
bou-ffar-de,bouffarde,bu-faR-d°,1.01,
in-con-tro-lé,incontrolé,5-k&-tRo-le,1.01,
di-plo-mé,diplomé,di-plo-me,1.01,
va-le-ta-ille,valetaille,va-l°-ta-j,1.01,
ur-su-li-ne,ursuline,yR-sy-li-n°,1.01,
bri-seur,briseur,bRi-z2R,1.01,
gnouf,gnouf,Nuf,1.01,
si-mi-li,simili,si-mi-li,1.01,
for-ban,forban,foR-b@,1.01,
lou-pio-te,loupiote,lu-pjo-t°,1.01,
gi-bus,gibus,Zi-bys,1.01,
gno-le,gnole,No-l°,1.01,
sta-tu-er,statuer,sta-ty-e,1.01,
pé-da-lier,pédalier,pe-da-lje,1.01,
men-su-a-li-té,mensualité,m@-sy-a-li-te,1.01,
mi-ne-rai,minerai,mi-n°-Re,1.01,
fris-quet,frisquet,fRis-ke,1.01,
a-ssai-nir,assainir,a-se-niR,1.01,
ge-nè-se,genèse,Z°-ne-z°,1.01,
pho-to-ma-ton,photomaton,fo-to-ma-t&,1.01,
fri-pier,fripier,fRi-pje,1.01,
ju-geo-te,jugeote,Zy-Zo-t°,1.01,
ram-dam,ramdam,Ram-dam,1.01,
o-pus,opus,o-pys,1.01,
cau-te-leux,cauteleux,ko-t°-l2,1.01,
dog-ma-ti-que,dogmatique,dog-ma-ti-k°,1.01,
com-po-si-te,composite,k&-po-zi-t°,1.01,
né-gri-llon,négrillon,ne-gRi-j&,1.01,
gey-ser,geyser,Ze-zeR,1.01,
me-née,menée,m°-ne,1.01,
du-ri-llon,durillon,dy-Ri-j&,1.01,
si-nus,sinus,si-nys,1.01,
ra-mier,ramier,Ra-mje,1.01,
é-plo-yer,éployer,e-plwa-je,1.01,
mi-llé-si-me,millésime,mi-le-zi-m°,1.01,
chi-ne-to-que,chinetoque,Si-n°-to-k°,1.01,
i-ni-tia-teur,initiateur,i-ni-sja-t2R,1.01,
mi-té,mité,mi-te,1.01,
per-lé,perlé,peR-le,1.01,
pé-co-re,pécore,pe-ko-R°,1.01,
hy-bri-de,hybride,i-bRi-d°,1.01,
perm,perm,peRm,1.01,
sur-me-né,surmené,syR-m°-ne,1.01,
con-coc-ter,concocter,k&-kok-te,1.01,
mi-so-gy-nie,misogynie,mi-zo-Zi-ni,1.01,
go-mi-na,gomina,go-mi-na,1.01,
o-ffen-sant,offensant,o-f@-s@,1.01,
di-ver-ger,diverger,di-veR-Ze,1.01,
che-vro-nné,chevronné,S°-vRo-ne,1.01,
per-mé-a-ble,perméable,peR-me-a-bl°,1.01,
cra-neur,craneur,kRa-n2R,1.01,
dis-cu-ta-ble,discutable,dis-ky-ta-bl°,1.01,
é-pi-cer,épicer,e-pi-se,1.01,
té-tée,tétée,te-te,1.01,
lo-cu-tion,locution,lo-ky-sj&,1.01,
cul-bu-te,culbute,kyl-by-t°,1.01,
clo-pi-ner,clopiner,klo-pi-ne,1.01,
gê-neur,gêneur,Ze-n2R,1.01,
a-lé-a,aléa,a-le-a,1.01,
ha-ras,haras,a-Ra,1.01,
en-tre-co-te,entrecote,@-tR°-ko-t°,1.01,
mi-ni,mini,mi-ni,1.01,
ol-fac-tif,olfactif,ol-fak-tif,1.01,
frui-té,fruité,fR8i-te,1.01,
ma-lo-tru,malotru,ma-lo-tRy,1.01,
sou-do-yer,soudoyer,su-dwa-je,1.01,
car-deur,cardeur,kaR-d2R,1.01,
té-lé-vi-seur,téléviseur,te-le-vi-z2R,1.01,
grim-pe-tte,grimpette,gR5-pe-t°,1.01,
ro-que-tte,roquette,Ro-ke-t°,1.01,
hy-dro-phi-le,hydrophile,i-dRo-fi-l°,1.01,
em-pi-ri-que,empirique,@-pi-Ri-k°,1.01,
hon,hon,&,1.01,
la-ve-rie,laverie,la-v°-Ri,1.01,
ca-no-ni-ser,canoniser,ka-no-ni-ze,1.01,
dé-lé-tè-re,délétère,de-le-te-R°,1.01,
blan-que-tte,blanquette,bl@-ke-t°,1.01,
o-dy-ssée,odyssée,o-di-se,1.01,
po-ly-glo-tte,polyglotte,po-li-glo-t°,1.01,
su-per-fi-cie,superficie,sy-peR-fi-si,1.01,
per-ceur,perceur,peR-s2R,1.01,
bi-no-cle,binocle,bi-no-kl°,1.01,
pan-te-ler,panteler,p@-t°-le,1.01,
ra-vier,ravier,Ra-vje,1.01,
bro-card,brocard,bRo-kaR,1.01,
pan-su,pansu,p@-sy,1.01,
tran-sept,transept,tR@-sept,1.01,
sal-si-fis,salsifis,sal-si-fi,1.01,
dia-ble-ment,diablement,dja-bl°-m@,1.01,
a-gue-rri,aguerri,a-ge-Ri,1.01,
bra-queur,braqueur,bRa-k2R,1.01,
sa-li-gaud,saligaud,sa-li-go,1.01,
mo-no-lo-guer,monologuer,mo-no-lo-ge,1.01,
ré-en-ten-dre,réentendre,Re-@-t@-dR°,1.01,
ra-ve,rave,Ra-v°,1.01,
cou-vreur,couvreur,ku-vR2R,1.01,
lé-ni-fi-ant,lénifiant,le-ni-fi-@,1.01,
sa-lo-per,saloper,sa-lo-pe,1.01,
a-ppli-ca-ble,applicable,a-pli-ka-bl°,1.01,
al-fa,alfa,al-fa,1.01,
hau-ban,hauban,o-b@,1.01,
za-zou,zazou,za-zu,1.01,
ten-ta-teur,tentateur,t@-ta-t2R,1.01,
a-llia-ge,alliage,a-lja-Z°,1.01,
ad-ja,adja,ad-Za,1.01,
pa-llier,pallier,pa-lje,1.01,
ra-tio-nner,rationner,Ra-sjo-ne,1.01,
ve-xant,vexant,ve-ks@,1.01,
as-tro-no-mie,astronomie,as-tRo-no-mi,1.01,
sar-do-ni-que,sardonique,saR-do-ni-k°,1.01,
a-rro-ger,arroger,a-Ro-Ze,1.01,
ci-tro-nna-de,citronnade,si-tRo-na-d°,1.01,
ga-ga,gaga,ga-ga,1.01,
ten-té,tenté,t@-te,1.01,
