"word","len","freq","first_page","pron","syll","nbsyll","phlen","letter","syllable","word"
"ovation","7","2","137","ovasj&","o-va-sj&","3","6","FALSE","FALSE","TRUE"
"p","1","16","31","p","p","1","1","TRUE","TRUE","FALSE"
"pa","2","4","31","pa","pa","1","2","FALSE","TRUE","FALSE"
"paco","4","144","22","pako","pa-ko","2","4","FALSE","FALSE","TRUE"
"pacolibri","9","2","122","pakolibRi","pa-ko-li-bRi","4","9","FALSE","FALSE","TRUE"
"pagaille","8","2","127","pagaj°","pa-ga-j°","3","6","FALSE","FALSE","TRUE"
"page","4","2","104","paZ°","pa-Z°","2","4","FALSE","FALSE","TRUE"
"paille","6","2","124","paj°","pa-j°","2","4","FALSE","FALSE","TRUE"
"pain","4","12","67","p5","p5","1","2","FALSE","TRUE","TRUE"
"paix","4","2","93","pE","pE","1","2","FALSE","TRUE","TRUE"
"pal","3","4","31","pal","pal","1","3","FALSE","TRUE","FALSE"
"pâlir","5","2","31","paliR","pa-liR","2","5","FALSE","FALSE","TRUE"
"palissade","9","2","74","palisad°","pa-li-sa-d°","4","8","FALSE","FALSE","TRUE"
"pâlit","5","2","31","pali","pa-li","2","4","FALSE","FALSE","TRUE"
"palmier","7","2","135","palmje","pal-mje","2","6","FALSE","FALSE","TRUE"
"paloma","6","2","31","paloma","pa-lo-ma","3","6","FALSE","FALSE","TRUE"
"pan","3","2","56","p@","p@","1","2","FALSE","TRUE","FALSE"
"panier","6","6","120","panje","pa-nje","2","5","FALSE","FALSE","TRUE"
"panne","5","4","52","pan°","pa-n°","2","4","FALSE","FALSE","TRUE"
"pantalon","8","6","60","p@tal&","p@-ta-l&","3","6","FALSE","FALSE","TRUE"
"papa","4","2","31","papa","pa-pa","2","4","FALSE","FALSE","TRUE"
"papi","4","86","18","papi","pa-pi","2","4","FALSE","FALSE","TRUE"
"papier","6","12","48","papje","pa-pje","2","5","FALSE","FALSE","TRUE"
"papillon","8","10","127","papij&","pa-pi-j&","3","6","FALSE","FALSE","TRUE"
"papillons","9","2","139","papij&","pa-pi-j&","3","6","FALSE","FALSE","TRUE"
"par","3","42","31","paR","paR","1","3","FALSE","TRUE","TRUE"
"parallèles","10","2","134","paRalEl°","pa-Ra-lE-l°","4","8","FALSE","FALSE","TRUE"
"paralysé","8","2","71","paRalize","pa-Ra-li-ze","4","8","FALSE","FALSE","TRUE"
"parapluie","9","4","130","paRaplyi","pa-Rap-lyi","3","8","FALSE","FALSE","TRUE"
"pardon","6","4","137","paRd&","paR-d&","2","5","FALSE","FALSE","TRUE"
"pareil","6","4","126","paREj","pa-REj","2","5","FALSE","FALSE","TRUE"
"parents","7","6","57","paR@","pa-R@","2","4","FALSE","FALSE","TRUE"
"parfait","7","2","112","paRfE","paR-fE","2","5","FALSE","FALSE","TRUE"
"parfois","7","24","71","paRfwa","paR-fwa","2","6","FALSE","FALSE","TRUE"
"pari","4","2","31","paRi","pa-Ri","2","4","FALSE","FALSE","TRUE"
"paris","5","10","31","paRi","pa-Ri","2","4","FALSE","FALSE","TRUE"
"parle","5","4","79","paRl°","paR-l°","2","5","FALSE","FALSE","TRUE"
"parlé","5","2","35","paRle","paR-le","2","5","FALSE","FALSE","TRUE"
"parlent","7","6","45","paRl°","paR-l°","2","5","FALSE","FALSE","TRUE"
"parler","6","4","78","paRle","paR-le","2","5","FALSE","FALSE","TRUE"
"parleront","9","2","92","paRl°R&","paR-l°-R&","3","7","FALSE","FALSE","TRUE"
"parlez","6","2","78","paRle","paR-le","2","5","FALSE","FALSE","TRUE"
"paroi","5","2","88","paRwa","pa-Rwa","2","5","FALSE","FALSE","TRUE"
"parole","6","2","137","paRol°","pa-Ro-l°","3","6","FALSE","FALSE","TRUE"
"part","4","2","66","paR","paR","1","3","FALSE","TRUE","TRUE"
"partagées","9","2","137","paRtaZe","paR-ta-Ze","3","7","FALSE","FALSE","TRUE"
"parti","5","6","67","paRti","paR-ti","2","5","FALSE","FALSE","TRUE"
"participent","11","2","119","paRtisip°","paR-ti-si-p°","4","9","FALSE","FALSE","TRUE"
"partie","6","4","45","paRti","paR-ti","2","5","FALSE","FALSE","TRUE"
"partir","6","6","44","paRtiR","paR-tiR","2","6","FALSE","FALSE","TRUE"
"partis","6","2","122","paRti","paR-ti","2","5","FALSE","FALSE","TRUE"
"partition","9","2","138","paRtisj&","paR-ti-sj&","3","8","FALSE","FALSE","TRUE"
"partout","7","6","78","paRtu","paR-tu","2","5","FALSE","FALSE","TRUE"
"parvis","6","2","31","paRvi","paR-vi","2","5","FALSE","FALSE","TRUE"
"pas","3","84","49","pa","pa","1","2","FALSE","TRUE","TRUE"
"passa","5","2","139","pasa","pa-sa","2","4","FALSE","FALSE","TRUE"
"passagers","9","2","140","pasaZe","pa-sa-Ze","3","6","FALSE","FALSE","TRUE"
"passe","5","16","48","pas°","pa-s°","2","4","FALSE","FALSE","TRUE"
"passé","5","4","74","pase","pa-se","2","4","FALSE","FALSE","TRUE"
"passer","6","4","78","pase","pa-se","2","4","FALSE","FALSE","TRUE"
"passeront","9","2","53","pas°R&","pa-s°-R&","3","6","FALSE","FALSE","TRUE"
"passés","6","2","127","pase","pa-se","2","4","FALSE","FALSE","TRUE"
"passez","6","2","78","pase","pa-se","2","4","FALSE","FALSE","TRUE"
"pâte","4","2","78","pat°","pa-t°","2","4","FALSE","FALSE","TRUE"
"pâtes","5","2","108","pat°","pa-t°","2","4","FALSE","FALSE","TRUE"
"pâtissier","9","2","123","patisje","pa-ti-sje","3","7","FALSE","FALSE","TRUE"
"pattes","6","4","132","pat°","pa-t°","2","4","FALSE","FALSE","TRUE"
"pau","3","2","41","po","po","1","2","FALSE","TRUE","FALSE"
"paul","4","2","75","pol","pol","1","3","FALSE","TRUE","TRUE"
"paula","5","2","41","pola","po-la","2","4","FALSE","FALSE","TRUE"
"payer","5","2","130","peje","pe-je","2","4","FALSE","FALSE","TRUE"
"pays","4","2","140","pei","pe-i","2","3","FALSE","FALSE","TRUE"
"paysages","8","2","140","peizaZ°","pe-i-za-Z°","4","7","FALSE","FALSE","TRUE"
"pe","2","6","31","p°","p°","1","2","FALSE","TRUE","FALSE"
"pé","2","4","35","pe","pe","1","2","FALSE","TRUE","FALSE"
"peau","4","10","41","po","po","1","2","FALSE","TRUE","TRUE"
"pêche","5","2","92","pES°","pE-S°","2","4","FALSE","FALSE","TRUE"
"pêches","6","4","128","pES°","pE-S°","2","4","FALSE","FALSE","TRUE"
"pédale","6","2","40","pedal°","pe-da-l°","3","6","FALSE","FALSE","TRUE"
"pédalent","8","2","86","pedal°","pe-da-l°","3","6","FALSE","FALSE","TRUE"
"peigne","6","2","114","pEN°","pE-N°","2","4","FALSE","FALSE","TRUE"
"pein","4","2","67","p5","p5","1","2","FALSE","TRUE","FALSE"
"peindre","7","6","67","p5dR°","p5-dR°","2","5","FALSE","FALSE","TRUE"
"peint","5","4","67","p5","p5","1","2","FALSE","TRUE","TRUE"
"peinte","6","2","74","p5t°","p5-t°","2","4","FALSE","FALSE","TRUE"
"peintre","7","8","67","p5tR°","p5-tR°","2","5","FALSE","FALSE","TRUE"
"peints","6","2","74","p5","p5","1","2","FALSE","TRUE","TRUE"
"peinture","8","6","67","p5tyR°","p5-ty-R°","3","6","FALSE","FALSE","TRUE"
"peintures","9","6","70","p5tyR°","p5-ty-R°","3","6","FALSE","FALSE","TRUE"
"pelle","5","2","100","pEl°","pE-l°","2","4","FALSE","FALSE","TRUE"
"pelouse","7","4","70","p°luz°","p°-lu-z°","3","6","FALSE","FALSE","TRUE"
"pen","3","6","57","p@","p@","1","2","FALSE","TRUE","FALSE"
"penche","6","4","120","p@S°","p@-S°","2","4","FALSE","FALSE","TRUE"
"pendant","7","8","98","p@d@","p@-d@","2","4","FALSE","FALSE","TRUE"
"pendule","7","2","115","p@dyl°","p@-dy-l°","3","6","FALSE","FALSE","TRUE"
"pénètrent","9","2","94","penEtR°","pe-nE-tR°","3","7","FALSE","FALSE","TRUE"
"pense","5","6","71","p@s°","p@-s°","2","4","FALSE","FALSE","TRUE"
"pensé","5","2","74","p@se","p@-se","2","4","FALSE","FALSE","TRUE"
"pensée","6","2","57","p@se","p@-se","2","4","FALSE","FALSE","TRUE"
"pensent","7","2","66","p@s°","p@-s°","2","4","FALSE","FALSE","TRUE"
"pensez","6","2","140","p@se","p@-se","2","4","FALSE","FALSE","TRUE"
"pépé","4","2","35","pepe","pe-pe","2","4","FALSE","FALSE","TRUE"
"pépins","6","2","101","pep5","pe-p5","2","4","FALSE","FALSE","TRUE"
"percutent","9","2","112","pERkyt°","pER-ky-t°","3","7","FALSE","FALSE","TRUE"
"perdre","6","2","93","pERdR°","pER-dR°","2","6","FALSE","FALSE","TRUE"
"perdue","6","2","126","pERdy","pER-dy","2","5","FALSE","FALSE","TRUE"
"perdus","6","2","112","pERdy","pER-dy","2","5","FALSE","FALSE","TRUE"
"père","4","2","92","pER°","pE-R°","2","4","FALSE","FALSE","TRUE"
"permanent","9","2","66","pERman@","pER-ma-n@","3","7","FALSE","FALSE","TRUE"
"permis","6","4","83","pERmi","pER-mi","2","5","FALSE","FALSE","TRUE"
"permission","10","4","122","pERmisj&","pER-mi-sj&","3","8","FALSE","FALSE","TRUE"
"personne","8","6","102","pERson°","pER-so-n°","3","7","FALSE","FALSE","TRUE"
"personnes","9","2","140","pERson°","pER-so-n°","3","7","FALSE","FALSE","TRUE"
"pétaradent","10","2","137","petaRad°","pe-ta-Ra-d°","4","8","FALSE","FALSE","TRUE"
"petit","5","32","60","p°ti","p°-ti","2","4","FALSE","FALSE","TRUE"
"petite","6","18","45","p°tit°","p°-ti-t°","3","6","FALSE","FALSE","TRUE"
"petites","7","2","92","p°tit°","p°-ti-t°","3","6","FALSE","FALSE","TRUE"
"petits","6","12","52","p°ti","p°-ti","2","4","FALSE","FALSE","TRUE"
"pétrin","6","2","66","petR5","pe-tR5","2","5","FALSE","FALSE","TRUE"
"pétrit","6","2","119","petRi","pe-tRi","2","5","FALSE","FALSE","TRUE"
"peu","3","14","75","p°","p°","1","2","FALSE","TRUE","TRUE"
"peur","4","4","115","p°R","p°R","1","3","FALSE","TRUE","TRUE"
"peut","4","12","78","p°","p°","1","2","FALSE","TRUE","TRUE"
"peux","4","8","114","p°","p°","1","2","FALSE","TRUE","TRUE"
"pha","3","2","89","fa","fa","1","2","FALSE","TRUE","FALSE"
"phar","4","2","89","faR","faR","1","3","FALSE","TRUE","FALSE"
"phare","5","6","89","faR°","fa-R°","2","4","FALSE","FALSE","TRUE"
"pharmacie","9","2","89","faRmasi","faR-ma-si","3","7","FALSE","FALSE","TRUE"
"pharmacien","10","2","123","faRmasj5","faR-ma-sj5","3","8","FALSE","FALSE","TRUE"
"phe","3","2","89","f°","f°","1","2","FALSE","TRUE","FALSE"
"phé","3","2","89","fe","fe","1","2","FALSE","TRUE","FALSE"
"phi","3","2","89","fi","fi","1","2","FALSE","TRUE","FALSE"
"philémon","8","2","89","filemon","fi-le-mon","3","7","FALSE","FALSE","TRUE"
"philippe","8","2","89","filip°","fi-li-p°","3","6","FALSE","FALSE","TRUE"
"phin","4","2","89","f5","f5","1","2","FALSE","TRUE","FALSE"
"pho","3","2","89","fo","fo","1","2","FALSE","TRUE","FALSE"
"phon","4","2","89","f&","f&","1","2","FALSE","TRUE","FALSE"
"phoque","6","4","89","fok°","fo-k°","2","4","FALSE","FALSE","TRUE"
"photo","5","4","89","foto","fo-to","2","4","FALSE","FALSE","TRUE"
"photographe","11","2","89","fotogRaf°","fo-to-gRa-f°","4","9","FALSE","FALSE","TRUE"
"photographier","13","2","89","fotogRafje","fo-to-gRa-fje","4","10","FALSE","FALSE","TRUE"
"phrase","6","6","89","fRaz°","fRa-z°","2","5","FALSE","FALSE","TRUE"
"phrases","7","2","108","fRaz°","fRa-z°","2","5","FALSE","FALSE","TRUE"
"pi","2","2","31","pi","pi","1","2","FALSE","TRUE","FALSE"
"piaille","7","8","128","pjaj°","pja-j°","2","5","FALSE","FALSE","TRUE"
"piano","5","2","105","pjano","pja-no","2","5","FALSE","FALSE","TRUE"
"pie","3","2","104","pi","pi","1","2","FALSE","TRUE","TRUE"
"pied","4","2","79","pje","pje","1","3","FALSE","TRUE","TRUE"
"pieds","5","4","82","pje","pje","1","3","FALSE","TRUE","TRUE"
"pies","4","2","104","pi","pi","1","2","FALSE","TRUE","TRUE"
"pieu","4","2","122","pj°","pj°","1","3","FALSE","TRUE","TRUE"
"pigeon","6","16","116","piZ&","pi-Z&","2","4","FALSE","FALSE","TRUE"
"pil","3","4","31","pil","pil","1","3","FALSE","TRUE","FALSE"
"pin","3","2","66","p5","p5","1","2","FALSE","TRUE","FALSE"
"pinceau","7","2","96","p5so","p5-so","2","4","FALSE","FALSE","TRUE"
"pins","4","2","66","p5","p5","1","2","FALSE","TRUE","TRUE"
"pinson","6","2","66","p5s&","p5-s&","2","4","FALSE","FALSE","TRUE"
"pion","4","4","122","pj&","pj&","1","3","FALSE","TRUE","TRUE"
"pipo","4","2","31","pipo","pi-po","2","4","FALSE","FALSE","TRUE"
"piquaient","9","2","106","pikE","pi-kE","2","4","FALSE","FALSE","TRUE"
"piquer","6","2","84","pike","pi-ke","2","4","FALSE","FALSE","TRUE"
"piqures","7","2","83","pikuR°","pi-ku-R°","3","6","FALSE","FALSE","TRUE"
"pir","3","6","31","piR","piR","1","3","FALSE","TRUE","FALSE"
"pirate","6","4","48","piRat°","pi-Ra-t°","3","6","FALSE","FALSE","TRUE"
"piste","5","2","116","pist°","pis-t°","2","5","FALSE","FALSE","TRUE"
"pla","3","2","62","pla","pla","1","3","FALSE","TRUE","FALSE"
"place","5","6","124","plas°","pla-s°","2","5","FALSE","FALSE","TRUE"
"placé","5","2","111","plase","pla-se","2","5","FALSE","FALSE","TRUE"
"placer","6","2","111","plasER","pla-sER","2","6","FALSE","FALSE","TRUE"
"placer","6","2","111","plase","pla-se","2","5","FALSE","FALSE","TRUE"
"places","6","2","118","plas°","pla-s°","2","5","FALSE","FALSE","TRUE"
"plaf","4","2","111","plaf","plaf","1","4","FALSE","TRUE","FALSE"
"plage","5","2","98","plaZ°","pla-Z°","2","5","FALSE","FALSE","TRUE"
"plais","5","2","112","plE","plE","1","3","FALSE","TRUE","TRUE"
"plaisir","7","2","108","pleziR","ple-ziR","2","6","FALSE","FALSE","TRUE"
"plan","4","6","56","pl@","pl@","1","3","FALSE","TRUE","TRUE"
"planche","7","2","72","pl@S°","pl@-S°","2","5","FALSE","FALSE","TRUE"
"plancher","8","2","78","pl@Se","pl@-Se","2","5","FALSE","FALSE","TRUE"
"planète","7","4","111","planEt°","pla-nE-t°","3","7","FALSE","FALSE","TRUE"
"planètes","8","2","111","planEt°","pla-nE-t°","3","7","FALSE","FALSE","TRUE"
"plantées","8","2","105","pl@te","pl@-te","2","5","FALSE","FALSE","TRUE"
"planter","7","2","96","pl@te","pl@-te","2","5","FALSE","FALSE","TRUE"
"plantes","7","4","88","pl@t°","pl@-t°","2","5","FALSE","FALSE","TRUE"
"plat","4","8","97","pla","pla","1","3","FALSE","TRUE","TRUE"
"plate","5","2","108","plat°","pla-t°","2","5","FALSE","FALSE","TRUE"
"plau","4","2","41","plo","plo","1","3","FALSE","TRUE","FALSE"
"ple","3","2","62","pl°","pl°","1","3","FALSE","TRUE","FALSE"
"plé","3","2","62","ple","ple","1","3","FALSE","TRUE","FALSE"
"plei","4","2","93","plE","plE","1","3","FALSE","TRUE","FALSE"
"plein","5","4","67","pl5","pl5","1","3","FALSE","TRUE","TRUE"
"pleut","5","2","131","pl°","pl°","1","3","FALSE","TRUE","TRUE"
"pli","3","2","62","pli","pli","1","3","FALSE","TRUE","TRUE"
"plin","4","2","66","pl5","pl5","1","3","FALSE","TRUE","FALSE"
"plo","3","2","62","plo","plo","1","3","FALSE","TRUE","FALSE"
"ploi","4","2","79","plwa","plwa","1","4","FALSE","TRUE","FALSE"
"plon","4","4","60","pl&","pl&","1","3","FALSE","TRUE","FALSE"
"plongeon","8","2","118","pl&Z&","pl&-Z&","2","5","FALSE","FALSE","TRUE"
"plouf","5","2","111","pluf","pluf","1","4","FALSE","TRUE","TRUE"
"plu","3","4","62","ply","ply","1","3","FALSE","TRUE","FALSE"
"pluie","5","6","111","plyi","plyi","1","4","FALSE","TRUE","TRUE"
"plume","5","4","111","plym°","ply-m°","2","5","FALSE","FALSE","TRUE"
"plus","4","52","74","plys","plys","1","4","FALSE","TRUE","TRUE"
"plutôt","6","2","108","plyto","ply-to","2","5","FALSE","FALSE","TRUE"
"pneu","4","2","115","pn°","pn°","1","3","FALSE","TRUE","TRUE"
"po","2","4","31","po","po","1","2","FALSE","TRUE","FALSE"
"poème","5","8","92","poEm°","po-E-m°","3","5","FALSE","FALSE","TRUE"
"poèmes","6","16","92","poEm°","po-E-m°","3","5","FALSE","FALSE","TRUE"
"poésie","6","4","71","poezi","po-e-zi","3","5","FALSE","FALSE","TRUE"
"poète","5","6","75","poEt°","po-E-t°","3","5","FALSE","FALSE","TRUE"
"poètes","6","2","96","poEt°","po-E-t°","3","5","FALSE","FALSE","TRUE"
"poi","3","2","79","pwa","pwa","1","3","FALSE","TRUE","FALSE"
"poignée","7","2","114","pwaNe","pwa-Ne","2","5","FALSE","FALSE","TRUE"
"poignées","8","2","114","pwaNe","pwa-Ne","2","5","FALSE","FALSE","TRUE"
"poil","4","2","88","pwal","pwal","1","4","FALSE","TRUE","TRUE"
"poils","5","2","93","pwal","pwal","1","4","FALSE","TRUE","TRUE"
"poilu","5","2","135","pwaly","pwa-ly","2","5","FALSE","FALSE","TRUE"
"poin","4","2","101","pw5","pw5","1","3","FALSE","TRUE","FALSE"
"poing","5","2","101","pw5","pw5","1","3","FALSE","TRUE","TRUE"
"point","5","2","101","pw5","pw5","1","3","FALSE","TRUE","TRUE"
"pointe","6","4","101","pw5t°","pw5-t°","2","5","FALSE","FALSE","TRUE"
"pointillés","10","2","101","pw5tije","pw5-ti-je","3","7","FALSE","FALSE","TRUE"
"points","6","2","101","pw5","pw5","1","3","FALSE","TRUE","TRUE"
"pointu","6","2","101","pw5ty","pw5-ty","2","5","FALSE","FALSE","TRUE"
"poire","5","2","79","pwaR°","pwa-R°","2","5","FALSE","FALSE","TRUE"
"poireau","7","6","93","pwaRo","pwa-Ro","2","5","FALSE","FALSE","TRUE"
"poisson","7","4","79","pwas&","pwa-s&","2","5","FALSE","FALSE","TRUE"
"poitrine","8","2","105","pwatRin°","pwa-tRi-n°","3","8","FALSE","FALSE","TRUE"
"pol","3","2","62","pol","pol","1","3","FALSE","TRUE","FALSE"
"poli","4","6","31","poli","po-li","2","4","FALSE","FALSE","TRUE"
"policier","8","2","123","polisje","po-li-sje","3","7","FALSE","FALSE","TRUE"
"polo","4","2","31","polo","po-lo","2","4","FALSE","FALSE","TRUE"
"polynésie","9","2","71","polinezi","po-li-ne-zi","4","8","FALSE","FALSE","TRUE"
"pomme","5","6","31","pom°","po-m°","2","4","FALSE","FALSE","TRUE"
"pommes","6","2","75","pom°","po-m°","2","4","FALSE","FALSE","TRUE"
"pompier","7","2","123","p&pje","p&-pje","2","5","FALSE","FALSE","TRUE"
"pon","3","4","60","p&","p&","1","2","FALSE","TRUE","FALSE"
"ponctuation","11","2","138","p&ktyasj&","p&k-tya-sj&","3","9","FALSE","FALSE","TRUE"
"pont","4","12","60","p&","p&","1","2","FALSE","TRUE","TRUE"
"por","3","4","31","poR","poR","1","3","FALSE","TRUE","FALSE"
"porte","5","2","94","poRt°","poR-t°","2","5","FALSE","FALSE","TRUE"
"porté","5","2","126","poRte","poR-te","2","5","FALSE","FALSE","TRUE"
"portefeuille","12","2","126","poRt°f°j°","poR-t°-f°-j°","4","9","FALSE","FALSE","TRUE"
"pose","4","8","104","poz°","po-z°","2","4","FALSE","FALSE","TRUE"
"posée","5","2","120","poze","po-ze","2","4","FALSE","FALSE","TRUE"
"poser","5","2","78","poze","po-ze","2","4","FALSE","FALSE","TRUE"
"possible","8","2","108","posibl°","po-si-bl°","3","7","FALSE","FALSE","TRUE"
"possibles","9","2","83","posibl°","po-si-bl°","3","7","FALSE","FALSE","TRUE"
"pot","3","4","31","po","po","1","2","FALSE","TRUE","TRUE"
"pou","3","4","44","pu","pu","1","2","FALSE","TRUE","FALSE"
"poulain","7","6","67","pul5","pu-l5","2","4","FALSE","FALSE","TRUE"
"poule","5","8","48","pul°","pu-l°","2","4","FALSE","FALSE","TRUE"
"pour","4","140","44","puR","puR","1","3","FALSE","TRUE","TRUE"
"pourquoi","8","4","128","puRkwa","puR-kwa","2","6","FALSE","FALSE","TRUE"
"pourrons","8","2","102","puR&","pu-R&","2","4","FALSE","FALSE","TRUE"
"poursuivi","9","2","40","puRsyivi","puR-syi-vi","3","8","FALSE","FALSE","TRUE"
"pourtant","8","8","56","puRt@","puR-t@","2","5","FALSE","FALSE","TRUE"
"pousse","6","8","60","pus°","pu-s°","2","4","FALSE","FALSE","TRUE"
"poussé","6","6","44","puse","pu-se","2","4","FALSE","FALSE","TRUE"
"poussée","7","2","57","puse","pu-se","2","4","FALSE","FALSE","TRUE"
"poussent","8","2","114","pus°","pu-s°","2","4","FALSE","FALSE","TRUE"
"pousser","7","4","114","puse","pu-se","2","4","FALSE","FALSE","TRUE"
"poussière","9","2","139","pusjER°","pu-sjE-R°","3","7","FALSE","FALSE","TRUE"
"pouvait","7","2","102","puvE","pu-vE","2","4","FALSE","FALSE","TRUE"
"pouvoir","7","4","124","puvwaR","pu-vwaR","2","6","FALSE","FALSE","TRUE"
"pratique","8","2","84","pRatik°","pRa-ti-k°","3","7","FALSE","FALSE","TRUE"
"pre","3","2","62","pR°","pR°","1","3","FALSE","TRUE","FALSE"
"pré","3","4","62","pRe","pRe","1","3","FALSE","TRUE","TRUE"
"précipitation","13","2","138","pResipitasj&","pRe-si-pi-ta-sj&","5","12","FALSE","FALSE","TRUE"
"précise","7","2","132","pResiz°","pRe-si-z°","3","7","FALSE","FALSE","TRUE"
"précision","9","2","119","pResizj&","pRe-si-zj&","3","8","FALSE","FALSE","TRUE"
"préfère","7","10","92","pRefER°","pRe-fE-R°","3","7","FALSE","FALSE","TRUE"
"préférée","8","2","108","pRefeRe","pRe-fe-Re","3","7","FALSE","FALSE","TRUE"
"préférées","9","2","115","pRefeRe","pRe-fe-Re","3","7","FALSE","FALSE","TRUE"
"préfèrent","9","2","112","pRefER°","pRe-fE-R°","3","7","FALSE","FALSE","TRUE"
"premier","7","6","111","pR°mje","pR°-mje","2","6","FALSE","FALSE","TRUE"
"première","8","2","108","pR°mjER°","pR°-mjE-R°","3","8","FALSE","FALSE","TRUE"
"premiers","8","2","118","pR°mje","pR°-mje","2","6","FALSE","FALSE","TRUE"
"pren","4","4","57","pR@","pR@","1","3","FALSE","TRUE","FALSE"
"prend","5","6","57","pR@","pR@","1","3","FALSE","TRUE","TRUE"
"prendra","7","2","67","pR@dRa","pR@-dRa","2","6","FALSE","FALSE","TRUE"
"prendre","7","4","76","pR@dR°","pR@-dR°","2","6","FALSE","FALSE","TRUE"
"prendront","9","2","137","pR@dR&","pR@-dR&","2","6","FALSE","FALSE","TRUE"
"prenez","6","2","78","pR°ne","pR°-ne","2","5","FALSE","FALSE","TRUE"
"prénom","6","2","60","pRen&","pRe-n&","2","5","FALSE","FALSE","TRUE"
"prénoms","7","2","97","pRen&","pRe-n&","2","5","FALSE","FALSE","TRUE"
"prés","4","2","88","pRe","pRe","1","3","FALSE","TRUE","TRUE"
"près","4","6","92","pRE","pRE","1","3","FALSE","TRUE","TRUE"
"présent","7","2","70","pRez@","pRe-z@","2","5","FALSE","FALSE","TRUE"
"présenté","8","2","119","pRez@te","pRe-z@-te","3","7","FALSE","FALSE","TRUE"
"président","9","2","110","pRezid@","pRe-zi-d@","3","7","FALSE","FALSE","TRUE"
"presque","7","2","108","pREsk","pREsk","1","5","FALSE","TRUE","TRUE"
"prêt","4","2","134","pRE","pRE","1","3","FALSE","TRUE","TRUE"
"prête","5","2","92","pREt","pREt","1","4","FALSE","TRUE","TRUE"
"préviens","8","2","110","pRevj5","pRe-vj5","2","6","FALSE","FALSE","TRUE"
"prévu","5","4","70","pRevy","pRe-vy","2","5","FALSE","FALSE","TRUE"
"pri","3","2","62","pRi","pRi","1","3","FALSE","TRUE","FALSE"
"prier","5","2","119","pRije","pRi-je","2","5","FALSE","FALSE","TRUE"
"prin","4","2","110","pR5","pR5","1","3","FALSE","TRUE","FALSE"
"prince","6","4","97","pR5s°","pR5-s°","2","5","FALSE","FALSE","TRUE"
"princesse","9","2","110","pR5sEs°","pR5-sE-s°","3","7","FALSE","FALSE","TRUE"
"printemps","9","6","66","pR5t@","pR5-t@","2","5","FALSE","FALSE","TRUE"
"pris","4","10","31","pRi","pRi","1","3","FALSE","TRUE","TRUE"
"prison","6","4","80","pRiz&","pRi-z&","2","5","FALSE","FALSE","TRUE"
