"word","len","freq","first_page","pron","syll","nbsyll","phlen","letter","syllable","word"
"pyjama","6","4","104","piZama","pi-Za-ma","3","6","FALSE","FALSE","TRUE"
"pylone","6","2","71","pilon°","pi-lo-n°","3","6","FALSE","FALSE","TRUE"
"pyramide","8","2","71","piRamid°","pi-Ra-mi-d°","4","8","FALSE","FALSE","TRUE"
"pyrénées","8","2","71","piRene","pi-Re-ne","3","6","FALSE","FALSE","TRUE"
"python","6","4","71","pit&","pi-t&","2","4","FALSE","FALSE","TRUE"
"qua","3","2","83","ka","ka","1","2","FALSE","TRUE","FALSE"
"quan","4","2","83","k@","k@","1","2","FALSE","TRUE","FALSE"
"quand","5","54","56","k@","k@","1","2","FALSE","TRUE","TRUE"
"quant","5","2","132","k@","k@","1","2","FALSE","TRUE","TRUE"
"quatre","6","10","83","katR°","ka-tR°","2","5","FALSE","FALSE","TRUE"
"que","3","72","41","k°","k°","1","2","FALSE","TRUE","TRUE"
"quel","4","6","123","kEl","kEl","1","3","FALSE","TRUE","TRUE"
"quelle","6","6","127","kEl°","kE-l°","2","4","FALSE","FALSE","TRUE"
"quelque","7","6","101","kElk°","kEl-k°","2","5","FALSE","FALSE","TRUE"
"quelques","8","6","112","kElk°","kEl-k°","2","5","FALSE","FALSE","TRUE"
"quentin","7","2","83","k@t5","k@-t5","2","4","FALSE","FALSE","TRUE"
"question","8","2","122","kEstj&","kEs-tj&","2","6","FALSE","FALSE","TRUE"
"queue","5","2","132","k°","k°","1","2","FALSE","TRUE","TRUE"
"qui","3","130","31","ki","ki","1","2","FALSE","TRUE","TRUE"
"quin","4","2","83","k5","k5","1","2","FALSE","TRUE","FALSE"
"quitter","7","2","102","kite","ki-te","2","4","FALSE","FALSE","TRUE"
"quo","3","2","83","ko","ko","1","2","FALSE","TRUE","FALSE"
"quoi","4","10","83","kwa","kwa","1","3","FALSE","TRUE","TRUE"
"r","1","34","19","R","R","1","1","TRUE","TRUE","FALSE"
"ra","2","14","19","Ra","Ra","1","2","FALSE","TRUE","FALSE"
"race","4","2","119","Ras°","Ra-s°","2","4","FALSE","FALSE","TRUE"
"racine","6","4","96","Rasin°","Ra-si-n°","3","6","FALSE","FALSE","TRUE"
"racines","7","2","96","Rasin°","Ra-si-n°","3","6","FALSE","FALSE","TRUE"
"raconte","7","4","82","Rak&t°","Ra-k&-t°","3","6","FALSE","FALSE","TRUE"
"racontent","9","4","127","Rak&t°","Ra-k&-t°","3","6","FALSE","FALSE","TRUE"
"raconter","8","2","97","Rak&te","Ra-k&-te","3","6","FALSE","FALSE","TRUE"
"radis","5","6","19","Radi","Ra-di","2","4","FALSE","FALSE","TRUE"
"rai","3","2","93","RE","RE","1","2","FALSE","TRUE","FALSE"
"raide","5","2","124","Red°","RE-d°","2","4","FALSE","FALSE","TRUE"
"raison","6","2","90","REz&","RE-z&","2","4","FALSE","FALSE","TRUE"
"ral","3","2","36","Ral","Ral","1","3","FALSE","TRUE","FALSE"
"râla","4","2","19","Rala","Ra-la","2","4","FALSE","FALSE","TRUE"
"râle","4","4","48","Ral°","Ra-l°","2","4","FALSE","FALSE","TRUE"
"ralentir","8","2","138","Ral@tiR","Ra-l@-tiR","3","7","FALSE","FALSE","TRUE"
"rallye","6","4","71","Rali","Ra-li","2","4","FALSE","FALSE","TRUE"
"ramasse","7","2","114","Ramas°","Ra-ma-s°","3","6","FALSE","FALSE","TRUE"
"ramassé","7","2","100","Ramase","Ra-ma-se","3","6","FALSE","FALSE","TRUE"
"ramasser","8","2","114","Ramase","Ra-ma-se","3","6","FALSE","FALSE","TRUE"
"rame","4","4","48","Ram°","Ra-m°","2","4","FALSE","FALSE","TRUE"
"rameau","6","2","41","Ramo","Ra-mo","2","4","FALSE","FALSE","TRUE"
"rami","4","2","34","Rami","Ra-mi","2","4","FALSE","FALSE","TRUE"
"ramolli","7","2","36","Ramoli","Ra-mo-li","3","6","FALSE","FALSE","TRUE"
"rampe","5","2","56","R@p°","R@-p°","2","4","FALSE","FALSE","TRUE"
"ran","3","2","56","R@","R@","1","2","FALSE","TRUE","FALSE"
"range","5","2","134","R@Z°","R@-Z°","2","4","FALSE","FALSE","TRUE"
"ranger","6","2","139","R@Ze","R@-Ze","2","4","FALSE","FALSE","TRUE"
"rappelé","7","2","36","Rap°le","Ra-p°-le","3","6","FALSE","FALSE","TRUE"
"rare","4","4","41","RaR°","Ra-R°","2","4","FALSE","FALSE","TRUE"
"rarement","8","2","116","RaR°m@","Ra-R°-m@","3","6","FALSE","FALSE","TRUE"
"rasé","4","2","74","Raze","Ra-ze","2","4","FALSE","FALSE","TRUE"
"rassoit","7","2","120","Raswa","Ra-swa","2","5","FALSE","FALSE","TRUE"
"rassura","7","4","26","RasyRa","Ra-sy-Ra","3","6","FALSE","FALSE","TRUE"
"rassurera","9","2","27","RasyR°Ra","Ra-sy-R°-Ra","4","8","FALSE","FALSE","TRUE"
"rassurés","8","2","74","RasyRe","Ra-sy-Re","3","6","FALSE","FALSE","TRUE"
"rat","3","8","19","Ra","Ra","1","2","FALSE","TRUE","TRUE"
"rate","4","2","128","Rat°","Ra-t°","2","4","FALSE","FALSE","TRUE"
"rau","3","2","41","Ro","Ro","1","2","FALSE","TRUE","FALSE"
"ravi","4","4","30","Ravi","Ra-vi","2","4","FALSE","FALSE","TRUE"
"ravie","5","4","30","Ravi","Ra-vi","2","4","FALSE","FALSE","TRUE"
"ravioli","7","2","30","Ravjoli","Ra-vjo-li","3","7","FALSE","FALSE","TRUE"
"re","2","6","27","R°","R°","1","2","FALSE","TRUE","FALSE"
"ré","2","4","35","Re","Re","1","2","FALSE","TRUE","FALSE"
"rè","2","2","92","RE","RE","1","2","FALSE","TRUE","FALSE"
"reau","4","2","41","Ro","Ro","1","2","FALSE","TRUE","FALSE"
"recevoir","8","2","115","R°s°vwaR","R°-s°-vwaR","3","8","FALSE","FALSE","TRUE"
"réchaud","7","2","49","ReSo","Re-So","2","4","FALSE","FALSE","TRUE"
"recherche","9","2","98","R°SERS°","R°-SER-S°","3","7","FALSE","FALSE","TRUE"
"récipient","9","2","96","Resipj@","Re-si-pj@","3","7","FALSE","FALSE","TRUE"
"récite","6","2","137","Resit°","Re-si-t°","3","6","FALSE","FALSE","TRUE"
"recommence","10","2","112","R°kom@s°","R°-ko-m@-s°","4","8","FALSE","FALSE","TRUE"
"recommencer","11","2","111","R°kom@se","R°-ko-m@-se","4","8","FALSE","FALSE","TRUE"
"reconnait","9","2","72","R°konE","R°-ko-nE","3","6","FALSE","FALSE","TRUE"
"record","6","2","138","R°koR","R°-koR","2","5","FALSE","FALSE","TRUE"
"récréation","10","4","138","RekReasj&","Re-kRe-a-sj&","4","9","FALSE","FALSE","TRUE"
"recroqueviller","14","2","124","R°kRokvje","R°-kRok-vje","3","9","FALSE","FALSE","TRUE"
"reçu","4","2","134","R°sy","R°-sy","2","4","FALSE","FALSE","TRUE"
"recule","6","2","115","R°kyl°","R°-ky-l°","3","6","FALSE","FALSE","TRUE"
"reculer","7","2","97","R°kyle","R°-ky-le","3","6","FALSE","FALSE","TRUE"
"recycler","8","2","97","R°sikle","R°-si-kle","3","7","FALSE","FALSE","TRUE"
"redoutables","11","2","88","R°dutabl°","R°-du-ta-bl°","4","9","FALSE","FALSE","TRUE"
"réfléchi","8","2","70","RefleSi","Re-fle-Si","3","7","FALSE","FALSE","TRUE"
"réfléchit","9","2","49","RefleSi","Re-fle-Si","3","7","FALSE","FALSE","TRUE"
"régale","6","6","97","Regal°","Re-ga-l°","3","6","FALSE","FALSE","TRUE"
"regard","6","4","88","R°gaR","R°-gaR","2","5","FALSE","FALSE","TRUE"
"regardant","9","2","98","R°gaRd@","R°-gaR-d@","3","7","FALSE","FALSE","TRUE"
"regarde","7","8","90","R°gaRd°","R°-gaR-d°","3","7","FALSE","FALSE","TRUE"
"regarder","8","4","110","R°gaRde","R°-gaR-de","3","7","FALSE","FALSE","TRUE"
"regardera","9","2","102","R°gaRd°Ra","R°-gaR-d°-Ra","4","9","FALSE","FALSE","TRUE"
"regarderai","10","2","130","R°gaRd°RE","R°-gaR-d°-RE","4","9","FALSE","FALSE","TRUE"
"régions","7","2","135","ReZj&","Re-Zj&","2","5","FALSE","FALSE","TRUE"
"règle","5","2","108","Regl°","RE-gl°","2","5","FALSE","FALSE","TRUE"
"rein","4","4","67","R5","R5","1","2","FALSE","TRUE","TRUE"
"reine","5","4","93","Ren°","RE-n°","2","4","FALSE","FALSE","TRUE"
"rejoindre","9","2","127","R°Zw5dR°","R°-Zw5-dR°","3","8","FALSE","FALSE","TRUE"
"rejoint","7","2","116","R°Zw5","R°-Zw5","2","5","FALSE","FALSE","TRUE"
"rejouent","8","2","112","R°Zu","R°-Zu","2","4","FALSE","FALSE","TRUE"
"réjouit","7","2","132","ReZwi","Re-Zwi","2","5","FALSE","FALSE","TRUE"
"relira","6","4","27","R°liRa","R°-li-Ra","3","6","FALSE","FALSE","TRUE"
"relisent","8","2","86","R°liz°","R°-li-z°","3","6","FALSE","FALSE","TRUE"
"relit","5","2","27","R°li","R°-li","2","4","FALSE","FALSE","TRUE"
"relu","4","2","27","R°ly","R°-ly","2","4","FALSE","FALSE","TRUE"
"remarque","8","2","98","R°maRk°","R°-maR-k°","3","7","FALSE","FALSE","TRUE"
"remarquer","9","2","83","R°maRke","R°-maR-ke","3","7","FALSE","FALSE","TRUE"
"remercier","9","4","96","R°mERsje","R°-mER-sje","3","8","FALSE","FALSE","TRUE"
"remettre","8","2","92","R°mEtR°","R°-mE-tR°","3","7","FALSE","FALSE","TRUE"
"rémi","4","4","35","Remi","Re-mi","2","4","FALSE","FALSE","TRUE"
"remise","6","2","122","R°miz°","R°-mi-z°","3","6","FALSE","FALSE","TRUE"
"remorquette","11","2","100","R°moRkEt°","R°-moR-kE-t°","4","9","FALSE","FALSE","TRUE"
"rempart","7","2","57","R@paR","R@-paR","2","5","FALSE","FALSE","TRUE"
"rempli","6","2","126","R@pli","R@-pli","2","5","FALSE","FALSE","TRUE"
"remplie","7","2","111","R@pli","R@-pli","2","5","FALSE","FALSE","TRUE"
"remuée","6","2","101","R°mye","R°-mye","2","5","FALSE","FALSE","TRUE"
"ren","3","2","57","R@","R@","1","2","FALSE","TRUE","FALSE"
"renard","6","6","27","R°naR","R°-naR","2","5","FALSE","FALSE","TRUE"
"renards","7","4","112","R°naR","R°-naR","2","5","FALSE","FALSE","TRUE"
"rencontre","9","4","120","R@k&tR°","R@-k&-tR°","3","7","FALSE","FALSE","TRUE"
"rencontré","9","6","122","R@k&tRe","R@-k&-tRe","3","7","FALSE","FALSE","TRUE"
"rencontrent","11","2","66","R@k&tR°","R@-k&-tR°","3","7","FALSE","FALSE","TRUE"
"rencontrer","10","6","74","R@k&tRe","R@-k&-tRe","3","7","FALSE","FALSE","TRUE"
"rendez","6","4","78","R@de","R@-de","2","4","FALSE","FALSE","TRUE"
"rendus","6","2","140","R@dy","R@-dy","2","4","FALSE","FALSE","TRUE"
"renifle","7","2","101","R°nifl°","R°-ni-fl°","3","7","FALSE","FALSE","TRUE"
"renseigner","10","2","114","R@seNe","R@-se-Ne","3","6","FALSE","FALSE","TRUE"
"rentrer","7","4","105","R@tRe","R@-tRe","2","5","FALSE","FALSE","TRUE"
"réparé","6","6","35","RepaRe","Re-pa-Re","3","6","FALSE","FALSE","TRUE"
"réparer","7","2","123","RepaRe","Re-pa-Re","3","6","FALSE","FALSE","TRUE"
"repas","5","8","31","R°pa","R°-pa","2","4","FALSE","FALSE","TRUE"
"repassé","7","2","36","R°pase","R°-pa-se","3","6","FALSE","FALSE","TRUE"
"répond","6","14","76","Rep&","Re-p&","2","4","FALSE","FALSE","TRUE"
"répondent","9","2","124","Rep&d°","Re-p&-d°","3","6","FALSE","FALSE","TRUE"
"réponse","7","6","60","Rep&s°","Re-p&-s°","3","6","FALSE","FALSE","TRUE"
"repose","6","4","120","R°poz°","R°-po-z°","3","6","FALSE","FALSE","TRUE"
"reposent","8","2","70","R°poz°","R°-po-z°","3","6","FALSE","FALSE","TRUE"
"reposer","7","2","70","R°poze","R°-po-ze","3","6","FALSE","FALSE","TRUE"
"reprend","7","2","120","R°pR@","R°-pR@","2","5","FALSE","FALSE","TRUE"
"représente","10","2","71","R°pRez@t°","R°-pRe-z@-t°","4","9","FALSE","FALSE","TRUE"
"représenter","11","2","140","R°pRez@te","R°-pRe-z@-te","4","9","FALSE","FALSE","TRUE"
"repris","6","2","120","R°pRi","R°-pRi","2","5","FALSE","FALSE","TRUE"
"résiste","7","2","119","Rezist°","Re-zi-st°","3","7","FALSE","FALSE","TRUE"
"respiration","11","2","138","REspiRasj&","REs-pi-Ra-sj&","4","10","FALSE","FALSE","TRUE"
"resse","5","2","100","REs°","RE-s°","2","4","FALSE","FALSE","TRUE"
"ressemble","9","6","64","R°s@bl°","R°-s@-bl°","3","7","FALSE","FALSE","TRUE"
"ressemblent","11","2","132","R°s@bl°","R°-s@-bl°","3","7","FALSE","FALSE","TRUE"
"ressentent","10","2","116","R°s@t°","R°-s@-t°","3","6","FALSE","FALSE","TRUE"
"ressenti","8","2","116","R°s@ti","R°-s@-ti","3","6","FALSE","FALSE","TRUE"
"ressort","7","2","27","R°soR","R°-soR","2","5","FALSE","FALSE","TRUE"
"ressortir","9","2","27","R°soRtiR","R°-soR-tiR","3","8","FALSE","FALSE","TRUE"
"ressortit","9","2","27","R°soRti","R°-soR-ti","3","7","FALSE","FALSE","TRUE"
"reste","5","10","90","Rest°","Res-t°","2","5","FALSE","FALSE","TRUE"
"resté","5","2","122","REste","REs-te","2","5","FALSE","FALSE","TRUE"
"retard","6","4","115","R°taR","R°-taR","2","5","FALSE","FALSE","TRUE"
"retenus","7","2","64","R°t°ny","R°-t°-ny","3","6","FALSE","FALSE","TRUE"
"retomba","7","2","105","R°t&ba","R°-t&-ba","3","6","FALSE","FALSE","TRUE"
"retombe","7","4","60","R°t&b°","R°-t&-b°","3","6","FALSE","FALSE","TRUE"
"retourne","8","4","94","R°tuRn°","R°-tuR-n°","3","7","FALSE","FALSE","TRUE"
"retrouvailles","13","2","128","R°tRuvaj°","R°-tRu-va-j°","4","9","FALSE","FALSE","TRUE"
"retrouve","8","4","88","R°tRuv°","R°-tRu-v°","3","7","FALSE","FALSE","TRUE"
"retrouver","9","6","110","R°tRuve","R°-tRu-ve","3","7","FALSE","FALSE","TRUE"
"retrouvera","10","4","110","R°tRuv°Ra","R°-tRu-v°-Ra","4","9","FALSE","FALSE","TRUE"
"réunion","7","2","122","Reynj&","Re-y-nj&","3","6","FALSE","FALSE","TRUE"
"réunir","6","2","137","ReyniR","Re-y-niR","3","6","FALSE","FALSE","TRUE"
"réussi","6","4","89","Reysi","Re-y-si","3","5","FALSE","FALSE","TRUE"
"réussit","7","2","74","Reysi","Re-y-si","3","5","FALSE","FALSE","TRUE"
"rêve","4","4","92","Rev°","RE-v°","2","4","FALSE","FALSE","TRUE"
"réveil","6","4","126","RevEj","Re-vEj","2","5","FALSE","FALSE","TRUE"
"réveille","8","4","126","RevEj°","Re-vE-j°","3","6","FALSE","FALSE","TRUE"
"rêver","5","2","123","Reve","Re-ve","2","4","FALSE","FALSE","TRUE"
"reviennent","10","2","86","R°vjEn°","R°-vjE-n°","3","7","FALSE","FALSE","TRUE"
"révision","8","2","122","Revizj&","Re-vi-zj&","3","7","FALSE","FALSE","TRUE"
"revit","5","2","30","R°vi","R°-vi","2","4","FALSE","FALSE","TRUE"
"revivent","8","2","139","R°viv°","R°-vi-v°","3","6","FALSE","FALSE","TRUE"
"revu","4","8","30","R°vy","R°-vy","2","4","FALSE","FALSE","TRUE"
"revue","5","2","30","R°vy","R°-vy","2","4","FALSE","FALSE","TRUE"
"rhubarbe","8","6","93","RybaRb°","Ry-baR-b°","3","7","FALSE","FALSE","TRUE"
"ri","2","12","19","Ri","Ri","1","2","FALSE","TRUE","FALSE"
"riche","5","2","135","RiS°","Ri-S°","2","4","FALSE","FALSE","TRUE"
"rien","4","2","123","Rj5","Rj5","1","3","FALSE","TRUE","TRUE"
"rier","4","2","123","Rije","Ri-je","2","4","FALSE","FALSE","TRUE"
"rigole","6","8","88","Rigol°","Ri-go-l°","3","6","FALSE","FALSE","TRUE"
"rigolo","6","6","112","Rigolo","Ri-go-lo","3","6","FALSE","FALSE","TRUE"
"rigolotes","9","2","108","Rigolot°","Ri-go-lo-t°","4","8","FALSE","FALSE","TRUE"
"rikiki","6","2","83","Rikiki","Ri-ki-ki","3","6","FALSE","FALSE","TRUE"
"rin","3","2","66","R5","R5","1","2","FALSE","TRUE","FALSE"
"rio","3","2","30","Rio","Ri-o","2","3","FALSE","FALSE","TRUE"
"rira","4","2","19","RiRa","Ri-Ra","2","4","FALSE","FALSE","TRUE"
"rire","4","6","75","RiR°","Ri-R°","2","4","FALSE","FALSE","TRUE"
"rit","3","8","19","Ri","Ri","1","2","FALSE","TRUE","TRUE"
"rituel","6","2","112","RityEl","Ri-tyEl","2","6","FALSE","FALSE","TRUE"
"rival","5","2","30","Rival","Ri-val","2","5","FALSE","FALSE","TRUE"
"rivière","7","2","92","RivjER°","Ri-vjE-R°","3","7","FALSE","FALSE","TRUE"
"riz","3","8","19","Ri","Ri","1","2","FALSE","TRUE","TRUE"
"ro","2","4","22","Ro","Ro","1","2","FALSE","TRUE","FALSE"
"robe","4","4","53","Rob°","Ro-b°","2","4","FALSE","FALSE","TRUE"
"robot","5","2","53","Robo","Ro-bo","2","4","FALSE","FALSE","TRUE"
"rocher","6","4","78","RoSe","Ro-Se","2","4","FALSE","FALSE","TRUE"
"rochers","7","4","78","RoSe","Ro-Se","2","4","FALSE","FALSE","TRUE"
"roi","3","4","79","Rwa","Rwa","1","3","FALSE","TRUE","TRUE"
"rois","4","2","79","Rwa","Rwa","1","3","FALSE","TRUE","TRUE"
"rol","3","2","36","Rol","Rol","1","3","FALSE","TRUE","FALSE"
"rôle","4","2","120","Rol°","Ro-l°","2","4","FALSE","FALSE","TRUE"
"romain","6","2","67","Rom5","Ro-m5","2","4","FALSE","FALSE","TRUE"
"romarin","7","2","97","RomaR5","Ro-ma-R5","3","6","FALSE","FALSE","TRUE"
"romi","4","2","34","Romi","Ro-mi","2","4","FALSE","FALSE","TRUE"
"romulus","7","2","34","Romylys","Ro-my-lys","3","7","FALSE","FALSE","TRUE"
"ron","3","2","60","R&","R&","1","2","FALSE","TRUE","FALSE"
"ronflait","8","2","105","R&flE","R&-flE","2","5","FALSE","FALSE","TRUE"
"roquette","8","2","100","RokEt°","Ro-kE-t°","3","6","FALSE","FALSE","TRUE"
"rose","4","4","70","Roz°","Ro-z°","2","4","FALSE","FALSE","TRUE"
"rosée","5","2","74","Roze","Ro-ze","2","4","FALSE","FALSE","TRUE"
"rou","3","2","44","Ru","Ru","1","2","FALSE","TRUE","FALSE"
"roucouler","9","2","116","Rukule","Ru-ku-le","3","6","FALSE","FALSE","TRUE"
"roue","4","2","44","Ru","Ru","1","2","FALSE","TRUE","TRUE"
"rouge","5","22","72","RuZ°","Ru-Z°","2","4","FALSE","FALSE","TRUE"
"rouges","6","2","132","RuZ°","Ru-Z°","2","4","FALSE","FALSE","TRUE"
"roul","4","2","44","Rul","Rul","1","3","FALSE","TRUE","FALSE"
"roule","5","2","57","Rul°","Ru-l°","2","4","FALSE","FALSE","TRUE"
"rouler","6","2","116","Rule","Ru-le","2","4","FALSE","FALSE","TRUE"
"roulettes","9","2","72","RulEt°","Ru-lE-t°","3","6","FALSE","FALSE","TRUE"
"roulotte","8","4","132","Rulot°","Ru-lo-t°","3","6","FALSE","FALSE","TRUE"
"route","5","4","44","Rut°","Ru-t°","2","4","FALSE","FALSE","TRUE"
"routes","6","2","127","Rut°","Ru-t°","2","4","FALSE","FALSE","TRUE"
"ru","2","8","23","Ry","Ry","1","2","FALSE","TRUE","FALSE"
"ruban","5","2","105","Ryb@","Ry-b@","2","4","FALSE","FALSE","TRUE"
"rue","3","14","23","Ry","Ry","1","2","FALSE","TRUE","TRUE"
"rugissent","9","2","104","RyZis°","Ry-Zi-s°","3","6","FALSE","FALSE","TRUE"
"ruisseau","8","2","130","Ryiso","Ryi-so","2","5","FALSE","FALSE","TRUE"
"rusé","4","2","70","Ryze","Ry-ze","2","4","FALSE","FALSE","TRUE"
"ruse","4","2","119","Ryz°","Ry-z°","2","4","FALSE","FALSE","TRUE"
"rusés","5","2","112","Ryze","Ry-ze","2","4","FALSE","FALSE","TRUE"
"russe","5","2","119","Rys°","Ry-s°","2","4","FALSE","FALSE","TRUE"
"russie","6","2","26","Rysi","Ry-si","2","4","FALSE","FALSE","TRUE"
"ry","2","2","71","Ri","Ri","1","2","FALSE","TRUE","FALSE"
"s","1","10","26","Es","Es","1","2","TRUE","TRUE","FALSE"
"sa","2","70","26","sa","sa","1","2","FALSE","TRUE","TRUE"
"sable","5","2","98","sabl°","sa-bl°","2","5","FALSE","FALSE","TRUE"
"sabots","6","2","88","sabo","sa-bo","2","4","FALSE","FALSE","TRUE"
"sabri","5","48","64","sabRi","sa-bRi","2","5","FALSE","FALSE","TRUE"
"sac","3","4","82","sak","sak","1","3","FALSE","TRUE","TRUE"
"sachons","7","2","108","saS&","sa-S&","2","4","FALSE","FALSE","TRUE"
"sage","4","2","112","saZ°","sa-Z°","2","4","FALSE","FALSE","TRUE"
"sais","4","4","137","sE","sE","1","2","FALSE","TRUE","TRUE"
"sait","4","4","139","sE","sE","1","2","FALSE","TRUE","TRUE"
"sal","3","4","26","sal","sal","1","3","FALSE","TRUE","FALSE"
"salade","6","2","132","salad°","sa-la-d°","3","6","FALSE","FALSE","TRUE"
"saladier","8","2","123","saladje","sa-la-dje","3","7","FALSE","FALSE","TRUE"
"salées","6","2","132","sale","sa-le","2","4","FALSE","FALSE","TRUE"
"sali","4","2","26","sali","sa-li","2","4","FALSE","FALSE","TRUE"
"salir","5","4","26","saliR","sa-liR","2","5","FALSE","FALSE","TRUE"
"salit","5","2","27","sali","sa-li","2","4","FALSE","FALSE","TRUE"
"salon","5","6","52","sal&","sa-l&","2","4","FALSE","FALSE","TRUE"
"saluent","7","2","116","saly","sa-ly","2","4","FALSE","FALSE","TRUE"
"saluer","6","2","70","salye","sa-lye","2","5","FALSE","FALSE","TRUE"
"salut","5","4","26","saly","sa-ly","2","4","FALSE","FALSE","TRUE"
"san","3","2","56","s@","s@","1","2","FALSE","TRUE","FALSE"
"sandwich","8","4","135","s@dwitS","s@-dwitS","2","7","FALSE","FALSE","TRUE"
"sans","4","30","56","s@","s@","1","2","FALSE","TRUE","TRUE"
"santé","5","2","56","s@te","s@-te","2","4","FALSE","FALSE","TRUE"
"sapin","5","2","66","sap5","sa-p5","2","4","FALSE","FALSE","TRUE"
"sar","3","4","26","saR","saR","1","3","FALSE","TRUE","FALSE"
"sara","4","4","26","saRa","sa-Ra","2","4","FALSE","FALSE","TRUE"
"sari","4","2","26","saRi","sa-Ri","2","4","FALSE","FALSE","TRUE"
"sau","3","2","41","so","so","1","2","FALSE","TRUE","FALSE"
"saucisses","9","2","106","sosis°","so-si-s°","3","6","FALSE","FALSE","TRUE"
"saucissons","10","2","106","sosis&","so-si-s&","3","6","FALSE","FALSE","TRUE"
"sauf","4","2","137","sof","sof","1","3","FALSE","TRUE","TRUE"
"sauge","5","2","106","soZ°","so-Z°","2","4","FALSE","FALSE","TRUE"
"saut","4","2","41","so","so","1","2","FALSE","TRUE","TRUE"
"saute","5","2","105","sot°","so-t°","2","4","FALSE","FALSE","TRUE"
"sauté","5","4","41","sote","so-te","2","4","FALSE","FALSE","TRUE"
"sautent","7","2","132","sot°","so-t°","2","4","FALSE","FALSE","TRUE"
"sauvage","7","2","119","sovaZ°","so-va-Z°","3","6","FALSE","FALSE","TRUE"
"sauvages","8","2","106","sovaZ°","so-va-Z°","3","6","FALSE","FALSE","TRUE"
"sauver","6","2","123","sove","so-ve","2","4","FALSE","FALSE","TRUE"
"savais","6","2","124","savE","sa-vE","2","4","FALSE","FALSE","TRUE"
"savane","6","6","74","savan°","sa-va-n°","3","6","FALSE","FALSE","TRUE"
"savoir","6","6","79","savwaR","sa-vwaR","2","6","FALSE","FALSE","TRUE"
"saxophone","9","4","132","saksofon°","sak-so-fo-n°","4","9","FALSE","FALSE","TRUE"
"scène","5","2","137","sEn°","sE-n°","2","4","FALSE","FALSE","TRUE"
"scie","4","2","74","si","si","1","2","FALSE","TRUE","TRUE"
"scrutant","8","2","102","skRyt@","skRy-t@","2","6","FALSE","FALSE","TRUE"
"se","2","116","27","s°","s°","1","2","FALSE","TRUE","FALSE"
"sé","2","4","35","se","se","1","2","FALSE","TRUE","FALSE"
"seau","4","6","41","so","so","1","2","FALSE","TRUE","TRUE"
"sec","3","2","134","sEk","sEk","1","3","FALSE","TRUE","TRUE"
"sèche","5","2","106","sES°","sE-S°","2","4","FALSE","FALSE","TRUE"
"second","6","2","128","s°g&","s°-g&","2","4","FALSE","FALSE","TRUE"
"sein","4","2","67","s5","s5","1","2","FALSE","TRUE","TRUE"
"seize","5","2","93","sEz°","sE-z°","2","4","FALSE","FALSE","TRUE"
"sel","3","2","92","sEl","sEl","1","3","FALSE","TRUE","TRUE"
"selle","5","4","100","sEl°","sE-l°","2","4","FALSE","FALSE","TRUE"
"semaine","7","2","93","s°mEn°","s°-mE-n°","3","6","FALSE","FALSE","TRUE"
"semble","6","6","116","s@bl°","s@-bl°","2","5","FALSE","FALSE","TRUE"
"semé","4","2","35","s°me","s°-me","2","4","FALSE","FALSE","TRUE"
"sen","3","4","57","sEn","sEn","1","3","FALSE","TRUE","FALSE"
"sens","4","2","137","s@s","s@s","1","3","FALSE","TRUE","TRUE"
"senti","5","2","124","s@ti","s@-ti","2","4","FALSE","FALSE","TRUE"
"séparé","6","2","35","sepaRe","se-pa-Re","3","6","FALSE","FALSE","TRUE"
"sera","4","16","27","s°Ra","s°-Ra","2","4","FALSE","FALSE","TRUE"
"serai","5","4","104","s°RE","s°-RE","2","4","FALSE","FALSE","TRUE"
"serait","6","2","102","s°RE","s°-RE","2","4","FALSE","FALSE","TRUE"
"seras","5","4","140","s°Ra","s°-Ra","2","4","FALSE","FALSE","TRUE"
"sérieux","7","2","122","seRj°","se-Rj°","2","5","FALSE","FALSE","TRUE"
"seriez","6","2","94","s°Rje","s°-Rje","2","5","FALSE","FALSE","TRUE"
"seront","6","2","92","s°R&","s°-R&","2","4","FALSE","FALSE","TRUE"
"serpent","7","2","92","sERp@","sER-p@","2","5","FALSE","FALSE","TRUE"
"serre","5","4","100","sER°","sE-R°","2","4","FALSE","FALSE","TRUE"
"ses","3","26","67","se","se","1","2","FALSE","TRUE","TRUE"
"seul","4","2","116","s°l","s°l","1","3","FALSE","TRUE","TRUE"
"shampoing","9","2","101","S@pw5","S@-pw5","2","5","FALSE","FALSE","TRUE"
"si","2","36","26","si","si","1","2","FALSE","TRUE","TRUE"
"sien","4","2","123","sj5","sj5","1","3","FALSE","TRUE","TRUE"
"siffler","7","2","139","sifle","si-fle","2","5","FALSE","FALSE","TRUE"
"sifflet","7","4","111","siflE","si-flE","2","5","FALSE","FALSE","TRUE"
"signé","5","2","120","siNe","si-Ne","2","4","FALSE","FALSE","TRUE"
"signifie","8","2","140","siNifi","si-Ni-fi","3","6","FALSE","FALSE","TRUE"
"sil","3","4","26","sil","sil","1","3","FALSE","TRUE","FALSE"
"silence","7","6","96","sil@s°","si-l@-s°","3","6","FALSE","FALSE","TRUE"
"simon","5","2","60","sim&","si-m&","2","4","FALSE","FALSE","TRUE"
"simple","6","2","79","s5pl°","s5-pl°","2","5","FALSE","FALSE","TRUE"
"singe","5","2","67","s5Z°","s5-Z°","2","4","FALSE","FALSE","TRUE"
"sinon","5","2","96","sin&","si-n&","2","4","FALSE","FALSE","TRUE"
