,word,len,freq,nb,cat
22156,metaphysics,11,886,0,NN
22158,meteor,6,1286,0,NN
22160,meteorite,9,252,0,NN
22161,meteorites,10,188,0,NN
22162,meteoroid,9,9,0,NN
22164,meteorology,11,1358,0,NN
22165,meteors,7,241,0,NN
22170,methane,7,574,0,NN
22171,methanol,8,697,0,NN
22172,method,6,49828,0,NN
22175,methodism,9,14,1,NN
22176,methodist,9,827,1,NN
22177,methodists,10,117,0,NN
22179,methodology,11,4465,0,NN
22180,methods,7,33831,1,NN
22181,methyl,6,421,0,NN
22187,metro,5,7039,1,NN
22188,metronome,9,411,0,NN
22189,metropolis,10,990,0,NN
22193,mettle,6,142,5,NN
22198,mexicans,8,1325,0,NN
22199,mexico,6,27758,1,NN
22201,mezzanine,9,126,0,NN
22203,miami,5,9295,0,NN
22206,mica,4,409,5,NN
22207,mice,4,4181,15,NN
22208,michael,7,101213,0,NN
22210,michelangelo,12,286,0,NN
22212,michigan,8,18979,0,NN
22213,mickey,6,4725,2,NN
22215,microanalysis,13,21,0,NN
22216,microbe,7,93,0,NN
22218,microbiology,12,1107,0,NN
22219,microchemistry,14,2,0,NN
22220,microcosm,9,414,1,NN
22221,microfiche,10,462,0,NN
22223,micrometer,10,190,0,NN
22224,micrometers,11,55,0,NN
22225,micron,6,2427,0,NN
22226,microns,7,361,0,NN
22227,microorganism,13,45,0,NN
22228,microorganisms,14,281,0,NN
22229,microphone,10,3685,0,NN
22230,microphones,11,727,0,NN
22232,microscope,10,1171,1,NN
22233,microscopes,11,215,0,NN
22237,microscopy,10,450,1,NN
22238,microsecond,11,246,0,NN
22239,microseconds,12,612,0,NN
22240,microwave,9,4362,0,NN
22241,microwaves,10,674,0,NN
22242,midair,6,269,0,NN
22243,midas,5,403,1,NN
22247,middleman,9,279,1,NN
22248,middles,7,69,8,NN
22251,midge,5,167,2,NN
22252,midget,6,595,2,NN
22253,midland,7,795,0,NN
22256,midnight,8,11426,0,NN
22257,midpoint,8,309,0,NN
22258,midriff,7,60,0,NN
22259,midship,7,13,0,NN
22260,midshipman,10,75,1,NN
22261,midshipmen,10,60,1,NN
22262,midst,5,2424,1,NN
22263,midstream,9,66,0,NN
22264,midsts,6,13,0,NN
22265,midsummer,9,244,0,NN
22267,midweek,7,193,0,NN
22270,midwesterners,13,35,0,NN
22278,migraine,8,609,0,NN
22280,migrants,8,284,0,NN
22285,migration,9,3706,0,NN
22287,miguel,6,3718,0,NN
22288,mike,4,82468,15,NN
22290,milady,6,71,1,NN
22291,milan,5,263,0,NN
22294,mildew,6,306,1,NN
22296,mile,4,9657,22,NN
22297,mileage,7,443,0,NN
22298,miler,5,102,8,NN
22299,miles,5,35566,19,NN
22300,milestone,9,1075,1,NN
22301,milestones,10,528,1,NN
22302,milieu,6,497,0,NN
22303,militancy,9,130,0,NN
22307,militarism,10,163,1,NN
22310,militarization,14,76,0,NN
22313,militia,7,7003,0,NN
22314,militiaman,10,146,1,NN
22316,milkmaid,8,16,0,NN
22317,milkman,7,137,1,NN
22319,milkshake,9,129,0,NN
22322,mill,4,4853,18,NN
22323,millenium,9,2375,0,NN
22324,millennia,9,488,0,NN
22325,millennium,10,1811,0,NN
22326,miller,6,19538,9,NN
22328,milligram,9,56,0,NN
22329,milligrams,10,246,0,NN
22330,milliliter,10,53,0,NN
22331,millimeter,10,349,0,NN
22332,millinery,9,10,1,NN
22335,millionaire,11,1092,0,NN
22336,millionaires,12,736,0,NN
22338,millions,8,16751,3,NN
22340,millipede,9,164,0,NN
22341,mills,5,4695,16,NN
22342,millstone,9,2775,1,NN
22343,millwheel,9,0,0,NN
22344,milt,4,816,17,NN
22345,milton,6,3629,2,NN
22348,milwaukee,9,4826,0,NN
22351,mimeograph,10,27,0,NN
22352,mimesis,7,23,0,NN
22355,mimicry,7,75,0,NN
22356,mimosa,6,249,0,NN
22357,minarets,8,33,0,NN
22360,mincemeat,9,95,0,NN
22361,mincer,6,30,6,NN
22365,minder,6,357,13,NN
22372,minefield,9,220,0,NN
22373,minelayer,9,24,0,NN
22374,miner,5,931,10,NN
22378,mineralogies,12,1,0,NN
22379,mineralogist,12,25,0,NN
22380,mineralogy,10,79,0,NN
22381,minerals,8,2403,0,NN
22382,miners,6,915,6,NN
22383,minerva,7,376,0,NN
22385,minestrone,10,34,0,NN
22386,minesweeper,11,256,0,NN
22393,miniatures,10,1649,0,NN
22394,minibus,7,77,0,NN
22403,minion,6,2086,1,NN
22410,ministrations,13,188,0,NN
22411,ministries,10,1025,0,NN
22412,ministry,8,9402,0,NN
22413,mink,4,582,18,NN
22414,minks,5,251,18,NN
22415,minneapolis,11,6301,0,NN
22416,minnesota,9,9316,0,NN
22418,minnie,6,703,0,NN
22419,minnow,6,131,1,NN
22421,minorities,10,5989,0,NN
22422,minority,8,13393,0,NN
22423,minors,6,2861,2,NN
22424,minotaur,8,1968,0,NN
22425,minstrel,8,223,0,NN
22426,minstrels,9,67,0,NN
22428,minter,6,223,7,NN
22429,minuet,6,677,0,NN
22432,minute,6,29713,0,NN
22434,minuteman,9,189,1,NN
22435,minutemen,9,297,1,NN
22438,minutiae,8,88,0,NN
22439,minx,4,145,9,NN
22440,miracle,7,5864,0,NN
22441,miracles,8,2502,0,NN
22444,mirage,6,1781,0,NN
22446,miriam,6,889,0,NN
22451,mirth,5,375,3,NN
22453,misadventure,12,63,0,NN
22455,misalignment,12,137,0,NN
22456,misalliance,11,2,1,NN
22457,misanthrope,11,150,1,NN
22459,misanthropy,11,56,1,NN
22460,misapplication,14,97,0,NN
22463,misapprehension,15,139,0,NN
22467,misbehavior,11,211,0,NN
22471,miscalculation,14,112,0,NN
22472,miscalculations,15,34,0,NN
22473,miscall,7,11,0,NN
22474,miscarriage,11,923,0,NN
22479,miscellanies,12,3,0,NN
22480,mischance,9,3,0,NN
22481,mischief,8,830,0,NN
22484,misconception,13,133,0,NN
22485,misconceptions,14,1127,0,NN
22486,misconduct,10,872,0,NN
22487,misconstruction,15,28,0,NN
22488,misconstructions,16,18,0,NN
22491,miscount,8,10,2,NN
22492,miscreant,9,108,0,NN
22493,miscreants,10,118,0,NN
22496,misdeal,7,12,0,NN
22497,misdeed,7,42,0,NN
22498,misdeeds,8,294,0,NN
22499,misdemeanor,11,563,0,NN
22501,misdirection,12,469,0,NN
22506,miseries,8,245,0,NN
22507,misery,6,2895,1,NN
22510,misfit,6,231,1,NN
22511,misfortune,10,864,0,NN
22512,misfortunes,11,167,0,NN
22515,misgivings,10,249,0,NN
22520,mishap,6,268,0,NN
22522,mishmash,8,96,0,NN
22524,misinformation,14,2161,0,NN
22526,misinterpretation,17,468,0,NN
22537,mismatch,8,1025,0,NN
22540,misnomer,8,536,0,NN
22541,misogynist,10,282,0,NN
22542,misogyny,8,287,0,NN
22547,misprint,8,624,0,NN
22549,mispronunciation,16,87,0,NN
22556,misrepresentation,17,723,0,NN
22557,misrepresentations,18,256,0,NN
22562,missal,6,14,0,NN
22566,missile,7,5867,2,NN
22567,missiles,8,4531,1,NN
22570,mission,7,28847,1,NN
22571,missionaries,12,1033,0,NN
22573,missions,8,6941,0,NN
22574,mississippi,11,5134,0,NN
22577,missive,7,506,3,NN
22578,missouri,8,5604,0,NN
22583,misstep,7,47,0,NN
22584,missus,6,95,1,NN
22585,missy,5,719,6,NN
22594,mister,6,2183,6,NN
22596,mistletoe,9,111,0,NN
22598,mistral,7,203,0,NN
22600,mistranslation,14,91,0,NN
22601,mistress,8,4949,1,NN
22602,mistrial,8,38,0,NN
22609,misunderstandings,17,926,0,NN
22611,misuse,6,2026,1,NN
22613,mitch,5,2781,9,NN
22614,mitchell,8,9205,0,NN
22616,mite,4,471,15,NN
22621,mitigation,10,229,1,NN
22622,mitosis,7,38,0,NN
22624,mitt,4,163,8,NN
22625,mitten,6,139,2,NN
22626,mittens,7,267,1,NN
22629,mixer,5,2666,6,NN
22630,mixers,6,430,4,NN
22632,mixture,7,7659,1,NN
22633,mixtures,8,770,1,NN
22634,mnemonic,8,498,0,NN
22638,moat,4,2286,10,NN
22639,mob,3,7529,23,NN
22641,mobility,8,1805,1,NN
22642,mobilization,12,532,0,NN
22646,mobs,4,415,18,NN
22648,mobster,7,125,3,NN
22649,mobsters,8,132,2,NN
22650,moccasin,8,51,0,NN
22651,moccasins,9,82,0,NN
22652,mocha,5,261,0,NN
22655,mockery,7,837,2,NN
22657,mockingbird,11,238,0,NN
22660,modality,8,265,1,NN
22661,mode,4,65878,15,NN
22668,moderates,9,545,2,NN
22670,moderation,10,4731,0,NN
22671,moderator,9,10993,1,NN
22673,modernism,9,258,1,NN
22676,modernists,10,55,1,NN
22677,modernity,9,177,0,NN
22678,modernization,13,440,0,NN
22682,moderns,7,147,0,NN
22683,modes,5,10811,13,NN
22686,modesty,7,669,0,NN
22687,modification,12,5537,1,NN
22688,modifications,13,54,1,NN
22690,modifier,8,1265,2,NN
22691,modifiers,9,829,0,NN
22698,modulation,10,1876,0,NN
22699,modulations,11,80,0,NN
22701,modules,7,10668,1,NN
22702,mogul,5,488,0,NN
22704,mohammad,8,1235,2,NN
22705,mohammed,8,1608,1,NN
22711,moisture,8,2339,0,NN
22714,molar,5,522,4,NN
22715,molars,6,148,1,NN
22716,molasses,8,550,1,NN
22721,mole,4,1536,22,NN
22723,molecule,8,1368,0,NN
22724,molecules,9,255,0,NN
22725,molehill,8,107,0,NN
22726,moleskin,8,32,0,NN
22728,molestation,11,770,0,NN
22730,moll,4,386,13,NN
22733,mollusc,7,66,0,NN
22734,mollusks,8,32,1,NN
22735,molly,5,1803,8,NN
22738,molotov,7,158,0,NN
22740,mom,3,15795,18,NN
22741,moment,6,43625,1,NN
22745,moments,7,772,2,NN
22747,momentum,8,5271,0,NN
22748,momma,5,2218,3,NN
22749,mommy,5,3767,5,NN
22752,monarch,7,910,0,NN
22754,monarchy,8,1168,1,NN
22755,monasteries,11,300,0,NN
22756,monastery,9,714,0,NN
22758,monasticism,11,27,0,NN
22760,monday,6,20612,0,NN
22763,monet,5,470,5,NN
22765,money,5,209588,6,NN
22766,moneybags,9,18,0,NN
22767,moneybox,8,2,0,NN
22768,moneychanger,12,626,0,NN
22770,moneylender,11,6,0,NN
22772,moneymaker,10,67,0,NN
22774,moneys,6,269,2,NN
22777,mongol,6,575,0,NN
22778,mongolia,8,931,0,NN
22780,mongoose,8,363,0,NN
22781,mongrel,7,142,0,NN
22782,monica,6,4352,0,NN
22787,monk,4,3775,7,NN
22791,monks,5,211,6,NN
22794,monochromes,11,11,0,NN
22795,monocle,7,354,1,NN
22798,monogamy,8,630,0,NN
22799,monogram,8,295,1,NN
22800,monograph,9,476,0,NN
22801,monographs,10,325,0,NN
22802,monolith,8,5887,0,NN
22805,monologist,10,7,0,NN
22806,monologue,9,650,0,NN
22807,monomer,7,29,0,NN
22808,mononucleosis,13,63,0,NN
